 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;0.000
06:15;0.000
06:30;0.014
06:45;0.053
07:00;0.092
07:15;0.135
07:30;0.224
07:45;0.425
08:00;0.830
08:15;1.129
08:30;1.364
08:45;1.609
09:00;1.932
09:15;2.390
09:30;2.678
09:45;3.353
10:00;3.024
10:15;2.225
10:30;3.000
10:45;3.088
11:00;3.420
11:15;4.896
11:30;4.748
11:45;5.038
12:00;5.034
12:15;5.037
12:30;5.037
12:45;4.960
13:00;4.967
13:15;5.040
13:30;4.925
13:45;4.953
14:00;5.034
14:15;4.666
14:30;4.905
14:45;4.213
15:00;5.026
15:15;4.455
15:30;3.467
15:45;4.844
16:00;3.932
16:15;3.609
16:30;3.370
16:45;3.796
17:00;2.805
17:15;2.319
17:30;1.653
17:45;1.658
18:00;1.380
18:15;1.074
18:30;1.503
18:45;1.413
19:00;1.018
19:15;0.959
19:30;0.756
19:45;0.555
20:00;0.462
20:15;0.341
20:30;0.372
20:45;0.287
21:00;0.190
21:15;0.128
21:30;0.060
21:45;0.033
22:00;0.001
22:15;0.000
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
