 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;
06:30;
06:45;
07:00;
07:15;0.000
07:30;0.005
07:45;0.054
08:00;0.126
08:15;0.396
08:30;0.546
08:45;0.374
09:00;0.458
09:15;0.800
09:30;0.946
09:45;0.876
10:00;1.394
10:15;1.670
10:30;1.990
10:45;1.642
11:00;2.606
11:15;1.643
11:30;2.748
11:45;3.277
12:00;3.513
12:15;2.357
12:30;1.866
12:45;4.379
13:00;3.997
13:15;2.868
13:30;2.083
13:45;2.143
14:00;1.274
14:15;1.209
14:30;1.875
14:45;3.413
15:00;4.613
15:15;3.757
15:30;2.190
15:45;2.854
16:00;3.849
16:15;4.191
16:30;3.723
16:45;3.819
17:00;2.578
17:15;1.762
17:30;2.283
17:45;1.874
18:00;1.722
18:15;0.892
18:30;0.953
18:45;0.752
19:00;0.554
19:15;0.548
19:30;0.295
19:45;0.183
20:00;0.052
20:15;0.025
20:30;0.001
20:45;0.000
21:00;
21:15;
21:30;
21:45;
22:00;
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
