 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;0.000
05:45;0.000
06:00;0.006
06:15;0.045
06:30;0.081
06:45;0.117
07:00;0.152
07:15;0.228
07:30;0.359
07:45;0.668
08:00;1.039
08:15;1.407
08:30;1.777
08:45;1.917
09:00;2.227
09:15;2.691
09:30;3.068
09:45;3.344
10:00;3.701
10:15;4.025
10:30;4.171
10:45;4.490
11:00;4.720
11:15;4.879
11:30;5.032
11:45;5.048
12:00;5.051
12:15;5.049
12:30;5.050
12:45;5.048
13:00;5.046
13:15;5.045
13:30;5.049
13:45;5.048
14:00;5.049
14:15;5.050
14:30;5.049
14:45;5.051
15:00;5.052
15:15;5.048
15:30;5.042
15:45;4.972
16:00;4.716
16:15;4.513
16:30;4.254
16:45;3.973
17:00;3.652
17:15;3.287
17:30;2.937
17:45;2.566
18:00;2.139
18:15;1.809
18:30;1.399
18:45;1.032
19:00;0.706
19:15;0.467
19:30;0.391
19:45;0.365
20:00;0.334
20:15;0.303
20:30;0.268
20:45;0.233
21:00;0.181
21:15;0.140
21:30;0.095
21:45;0.059
22:00;0.022
22:15;0.001
22:30;0.000
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
