 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;0.000
06:30;0.000
06:45;0.026
07:00;0.097
07:15;0.245
07:30;0.197
07:45;0.190
08:00;0.144
08:15;0.219
08:30;0.260
08:45;0.271
09:00;0.439
09:15;0.422
09:30;0.443
09:45;0.395
10:00;0.690
10:15;0.898
10:30;3.568
10:45;3.815
11:00;3.633
11:15;3.037
11:30;2.752
11:45;2.954
12:00;3.055
12:15;3.233
12:30;3.065
12:45;2.387
13:00;2.642
13:15;2.669
13:30;3.200
13:45;4.526
14:00;4.494
14:15;5.028
14:30;4.794
14:45;4.985
15:00;5.035
15:15;5.032
15:30;5.031
15:45;5.029
16:00;4.926
16:15;4.734
16:30;4.469
16:45;4.166
17:00;3.764
17:15;3.450
17:30;3.071
17:45;2.670
18:00;2.267
18:15;1.882
18:30;1.449
18:45;0.992
19:00;0.627
19:15;0.422
19:30;0.324
19:45;0.285
20:00;0.278
20:15;0.256
20:30;0.202
20:45;0.154
21:00;0.100
21:15;0.057
21:30;0.016
21:45;0.000
22:00;0.000
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
