 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;0.000
05:45;0.000
06:00;0.006
06:15;0.044
06:30;0.048
06:45;0.065
07:00;0.095
07:15;0.185
07:30;0.373
07:45;0.643
08:00;0.978
08:15;0.765
08:30;0.946
08:45;0.651
09:00;1.310
09:15;0.765
09:30;0.910
09:45;1.011
10:00;1.285
10:15;2.401
10:30;3.005
10:45;2.911
11:00;3.735
11:15;4.972
11:30;4.970
11:45;4.992
12:00;4.881
12:15;4.788
12:30;5.024
12:45;5.034
13:00;4.983
13:15;5.044
13:30;5.048
13:45;5.052
14:00;5.052
14:15;5.055
14:30;4.860
14:45;4.982
15:00;4.747
15:15;4.563
15:30;2.572
15:45;2.693
16:00;3.033
16:15;2.604
16:30;3.111
16:45;2.475
17:00;3.081
17:15;3.691
17:30;2.915
17:45;2.253
18:00;1.765
18:15;1.461
18:30;1.185
18:45;0.936
19:00;0.824
19:15;0.704
19:30;0.481
19:45;0.290
20:00;0.259
20:15;0.252
20:30;0.228
20:45;0.187
21:00;0.132
21:15;0.126
21:30;0.112
21:45;0.104
22:00;0.050
22:15;0.001
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
