 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;0.000
06:30;0.000
06:45;0.018
07:00;0.065
07:15;0.125
07:30;0.221
07:45;0.335
08:00;0.597
08:15;0.761
08:30;1.184
08:45;1.300
09:00;1.690
09:15;2.040
09:30;2.466
09:45;3.094
10:00;3.441
10:15;3.687
10:30;3.973
10:45;4.330
11:00;4.542
11:15;4.845
11:30;5.018
11:45;5.026
12:00;5.023
12:15;5.024
12:30;5.025
12:45;5.026
13:00;4.871
13:15;5.027
13:30;5.031
13:45;5.031
14:00;5.030
14:15;5.030
14:30;5.031
14:45;5.029
15:00;5.029
15:15;5.030
15:30;5.027
15:45;4.954
16:00;4.736
16:15;4.504
16:30;4.245
16:45;3.949
17:00;3.648
17:15;3.316
17:30;2.905
17:45;2.436
18:00;2.185
18:15;1.837
18:30;1.411
18:45;0.987
19:00;0.642
19:15;0.411
19:30;0.325
19:45;0.298
20:00;0.268
20:15;0.147
20:30;0.189
20:45;0.177
21:00;0.176
21:15;0.152
21:30;0.064
21:45;0.011
22:00;0.000
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
