 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;
06:30;0.000
06:45;0.000
07:00;0.004
07:15;0.049
07:30;0.083
07:45;0.257
08:00;0.414
08:15;0.551
08:30;0.677
08:45;1.555
09:00;1.137
09:15;0.790
09:30;0.863
09:45;0.570
10:00;1.363
10:15;2.371
10:30;1.223
10:45;2.171
11:00;1.145
11:15;2.525
11:30;1.155
11:45;0.885
12:00;4.966
12:15;4.169
12:30;3.206
12:45;1.439
13:00;3.012
13:15;2.732
13:30;1.909
13:45;1.662
14:00;2.723
14:15;2.192
14:30;1.361
14:45;3.018
15:00;4.186
15:15;3.013
15:30;1.687
15:45;2.686
16:00;2.371
16:15;1.960
16:30;2.383
16:45;2.755
17:00;3.765
17:15;1.821
17:30;1.012
17:45;1.032
18:00;1.067
18:15;0.890
18:30;1.061
18:45;0.614
19:00;0.818
19:15;0.896
19:30;0.466
19:45;0.286
20:00;0.301
20:15;0.232
20:30;0.123
20:45;0.091
21:00;0.048
21:15;0.007
21:30;0.000
21:45;
22:00;
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
