 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;
06:30;
06:45;
07:00;
07:15;0.000
07:30;0.000
07:45;0.070
08:00;0.155
08:15;0.505
08:30;0.395
08:45;0.546
09:00;0.479
09:15;0.650
09:30;1.628
09:45;1.260
10:00;1.310
10:15;1.134
10:30;3.775
10:45;2.449
11:00;2.019
11:15;1.487
11:30;1.396
11:45;1.681
12:00;2.137
12:15;2.705
12:30;2.363
12:45;3.584
13:00;3.599
13:15;4.109
13:30;3.057
13:45;2.198
14:00;1.941
14:15;1.722
14:30;1.635
14:45;1.330
15:00;1.044
15:15;0.914
15:30;1.194
15:45;1.219
16:00;1.305
16:15;1.150
16:30;0.576
16:45;0.290
17:00;0.396
17:15;0.172
17:30;0.336
17:45;0.181
18:00;0.150
18:15;0.140
18:30;0.065
18:45;0.004
19:00;0.000
19:15;
19:30;
19:45;
20:00;
20:15;
20:30;
20:45;
21:00;
21:15;
21:30;
21:45;
22:00;
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
