 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;0.000
05:45;0.000
06:00;0.000
06:15;0.033
06:30;0.072
06:45;0.113
07:00;0.151
07:15;0.221
07:30;0.350
07:45;0.647
08:00;0.993
08:15;1.373
08:30;1.768
08:45;2.009
09:00;2.330
09:15;2.558
09:30;2.952
09:45;3.395
10:00;3.744
10:15;3.948
10:30;4.133
10:45;4.490
11:00;4.808
11:15;4.885
11:30;4.992
11:45;5.049
12:00;5.046
12:15;5.042
12:30;5.045
12:45;5.041
13:00;5.046
13:15;5.041
13:30;5.045
13:45;5.045
14:00;5.046
14:15;5.047
14:30;5.044
14:45;5.041
15:00;5.045
15:15;5.048
15:30;5.046
15:45;4.983
16:00;4.779
16:15;4.536
16:30;4.248
16:45;3.949
17:00;3.592
17:15;3.286
17:30;2.947
17:45;2.569
18:00;2.181
18:15;1.794
18:30;1.395
18:45;1.037
19:00;0.656
19:15;0.477
19:30;0.385
19:45;0.358
20:00;0.332
20:15;0.303
20:30;0.267
20:45;0.225
21:00;0.187
21:15;0.143
21:30;0.090
21:45;0.064
22:00;0.033
22:15;0.005
22:30;0.000
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
