 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;0.000
06:00;0.000
06:15;0.020
06:30;0.061
06:45;0.096
07:00;0.133
07:15;0.214
07:30;0.468
07:45;0.739
08:00;1.127
08:15;1.458
08:30;1.735
08:45;2.112
09:00;2.461
09:15;2.908
09:30;3.390
09:45;3.722
10:00;4.022
10:15;4.372
10:30;4.710
10:45;4.874
11:00;5.018
11:15;5.021
11:30;5.022
11:45;5.021
12:00;5.022
12:15;5.018
12:30;5.017
12:45;5.028
13:00;5.032
13:15;5.033
13:30;5.052
13:45;5.052
14:00;5.051
14:15;5.051
14:30;5.053
14:45;5.049
15:00;5.049
15:15;5.038
15:30;5.031
15:45;5.010
16:00;4.978
16:15;4.730
16:30;4.429
16:45;4.117
17:00;3.740
17:15;3.377
17:30;2.910
17:45;2.570
18:00;2.153
18:15;1.715
18:30;1.292
18:45;0.895
19:00;0.592
19:15;0.405
19:30;0.349
19:45;0.329
20:00;0.303
20:15;0.270
20:30;0.235
20:45;0.198
21:00;0.150
21:15;0.100
21:30;0.059
21:45;0.029
22:00;0.002
22:15;0.000
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
