 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;
06:30;
06:45;
07:00;
07:15;
07:30;
07:45;
08:00;
08:15;
08:30;0.000
08:45;0.000
09:00;0.023
09:15;0.097
09:30;0.144
09:45;0.165
10:00;0.203
10:15;0.314
10:30;0.385
10:45;0.592
11:00;0.835
11:15;1.150
11:30;1.635
11:45;2.245
12:00;4.995
12:15;4.600
12:30;4.422
12:45;4.976
13:00;4.912
13:15;5.054
13:30;4.919
13:45;4.286
14:00;4.156
14:15;3.837
14:30;3.045
14:45;3.735
15:00;2.301
15:15;1.640
15:30;1.389
15:45;1.527
16:00;2.444
16:15;2.503
16:30;1.614
16:45;1.482
17:00;1.018
17:15;0.865
17:30;0.773
17:45;0.678
18:00;0.512
18:15;0.296
18:30;0.134
18:45;0.043
19:00;0.001
19:15;
19:30;
19:45;
20:00;
20:15;
20:30;
20:45;
21:00;
21:15;
21:30;
21:45;
22:00;
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
