 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;
06:30;
06:45;
07:00;
07:15;0.000
07:30;0.011
07:45;0.070
08:00;0.139
08:15;0.256
08:30;0.443
08:45;0.633
09:00;1.198
09:15;1.535
09:30;1.925
09:45;2.421
10:00;2.867
10:15;3.279
10:30;3.654
10:45;4.077
11:00;4.408
11:15;4.791
11:30;4.937
11:45;5.022
12:00;5.023
12:15;5.023
12:30;5.024
12:45;5.024
13:00;5.026
13:15;5.025
13:30;5.024
13:45;5.017
14:00;5.016
14:15;5.019
14:30;5.015
14:45;5.018
15:00;5.017
15:15;5.014
15:30;5.015
15:45;4.927
16:00;4.666
16:15;4.396
16:30;4.017
16:45;3.772
17:00;3.467
17:15;3.064
17:30;2.696
17:45;2.314
18:00;1.702
18:15;1.468
18:30;1.260
18:45;0.808
19:00;0.647
19:15;0.504
19:30;0.378
19:45;0.288
20:00;0.212
20:15;0.131
20:30;0.055
20:45;0.005
21:00;0.000
21:15;
21:30;
21:45;
22:00;
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
