 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;
06:30;0.000
06:45;0.000
07:00;0.000
07:15;0.000
07:30;0.001
07:45;0.054
08:00;0.107
08:15;0.144
08:30;0.098
08:45;0.282
09:00;0.447
09:15;0.279
09:30;0.495
09:45;0.286
10:00;0.909
10:15;0.846
10:30;0.441
10:45;0.507
11:00;0.721
11:15;0.623
11:30;0.525
11:45;1.537
12:00;1.984
12:15;1.725
12:30;2.047
12:45;2.075
13:00;2.849
13:15;1.733
13:30;2.114
13:45;3.920
14:00;2.197
14:15;2.999
14:30;1.811
14:45;0.884
15:00;1.690
15:15;1.612
15:30;1.463
15:45;1.542
16:00;1.705
16:15;2.155
16:30;2.466
16:45;3.026
17:00;3.156
17:15;2.064
17:30;2.450
17:45;1.370
18:00;1.275
18:15;1.676
18:30;1.320
18:45;1.320
19:00;0.947
19:15;0.834
19:30;0.756
19:45;1.014
20:00;0.673
20:15;0.557
20:30;0.474
20:45;0.355
21:00;0.229
21:15;0.162
21:30;0.081
21:45;0.033
22:00;0.004
22:15;0.000
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
