 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;0.000
06:15;0.000
06:30;0.020
06:45;0.056
07:00;0.093
07:15;0.134
07:30;0.233
07:45;0.530
08:00;0.812
08:15;1.094
08:30;1.340
08:45;1.529
09:00;1.342
09:15;2.329
09:30;2.822
09:45;3.049
10:00;3.719
10:15;1.989
10:30;1.627
10:45;3.445
11:00;1.688
11:15;2.533
11:30;4.990
11:45;4.185
12:00;2.993
12:15;2.717
12:30;4.845
12:45;5.037
13:00;5.046
13:15;5.046
13:30;4.860
13:45;4.993
14:00;5.047
14:15;4.615
14:30;4.764
14:45;5.049
15:00;4.994
15:15;5.042
15:30;5.043
15:45;5.042
16:00;5.022
16:15;4.859
16:30;4.535
16:45;4.198
17:00;3.883
17:15;3.429
17:30;3.154
17:45;2.510
18:00;2.419
18:15;1.896
18:30;1.529
18:45;1.150
19:00;0.813
19:15;0.595
19:30;0.480
19:45;0.462
20:00;0.340
20:15;0.273
20:30;0.230
20:45;0.186
21:00;0.132
21:15;0.095
21:30;0.057
21:45;0.024
22:00;0.000
22:15;0.000
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
