 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;0.000
06:30;0.014
06:45;0.068
07:00;0.089
07:15;0.108
07:30;0.205
07:45;0.408
08:00;0.797
08:15;1.381
08:30;1.028
08:45;1.093
09:00;1.468
09:15;1.244
09:30;1.833
09:45;3.217
10:00;2.479
10:15;2.044
10:30;2.231
10:45;2.999
11:00;2.640
11:15;2.505
11:30;2.693
11:45;2.779
12:00;3.072
12:15;4.443
12:30;3.919
12:45;4.089
13:00;4.702
13:15;4.785
13:30;4.142
13:45;4.160
14:00;4.415
14:15;4.742
14:30;2.747
14:45;3.533
15:00;4.053
15:15;4.600
15:30;4.255
15:45;4.563
16:00;3.443
16:15;2.730
16:30;2.499
16:45;3.015
17:00;3.797
17:15;2.918
17:30;3.261
17:45;2.370
18:00;1.609
18:15;1.499
18:30;1.684
18:45;1.309
19:00;1.393
19:15;1.022
19:30;0.605
19:45;0.464
20:00;0.451
20:15;0.435
20:30;0.341
20:45;0.275
21:00;0.211
21:15;0.147
21:30;0.089
21:45;0.058
22:00;0.019
22:15;0.000
22:30;0.000
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
