 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;0.000
06:00;0.000
06:15;0.013
06:30;0.052
06:45;0.107
07:00;0.140
07:15;0.190
07:30;0.428
07:45;0.706
08:00;1.045
08:15;1.409
08:30;1.723
08:45;1.995
09:00;2.265
09:15;2.718
09:30;3.161
09:45;3.490
10:00;3.819
10:15;3.996
10:30;4.216
10:45;4.526
11:00;4.479
11:15;4.870
11:30;5.039
11:45;3.957
12:00;4.270
12:15;2.458
12:30;2.079
12:45;4.785
13:00;3.685
13:15;2.663
13:30;1.792
13:45;3.641
14:00;4.254
14:15;3.090
14:30;1.103
14:45;0.961
15:00;1.978
15:15;1.563
15:30;1.527
15:45;0.709
16:00;0.399
16:15;0.313
16:30;0.292
16:45;0.379
17:00;0.592
17:15;1.176
17:30;2.709
17:45;2.902
18:00;1.566
18:15;0.384
18:30;0.351
18:45;0.663
19:00;0.934
19:15;0.838
19:30;0.520
19:45;0.454
20:00;0.493
20:15;0.435
20:30;0.377
20:45;0.334
21:00;0.258
21:15;0.217
21:30;0.121
21:45;0.081
22:00;0.043
22:15;0.003
22:30;0.000
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
