 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;
06:30;
06:45;
07:00;0.000
07:15;0.000
07:30;0.026
07:45;0.069
08:00;0.154
08:15;0.488
08:30;0.821
08:45;1.399
09:00;2.716
09:15;3.257
09:30;3.667
09:45;4.092
10:00;4.614
10:15;4.981
10:30;5.024
10:45;5.025
11:00;5.027
11:15;5.029
11:30;5.041
11:45;5.046
12:00;5.048
12:15;5.049
12:30;5.050
12:45;5.051
13:00;5.051
13:15;5.053
13:30;5.050
13:45;5.050
14:00;5.020
14:15;4.941
14:30;5.034
14:45;4.970
15:00;5.033
15:15;4.028
15:30;3.958
15:45;3.323
16:00;3.738
16:15;2.947
16:30;2.143
16:45;2.755
17:00;1.776
17:15;1.768
17:30;1.193
17:45;0.521
18:00;0.537
18:15;0.464
18:30;0.166
18:45;0.137
19:00;0.038
19:15;0.001
19:30;
19:45;
20:00;
20:15;
20:30;
20:45;
21:00;
21:15;
21:30;
21:45;
22:00;
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
