 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;
06:30;
06:45;
07:00;
07:15;
07:30;
07:45;
08:00;0.000
08:15;0.001
08:30;0.055
08:45;0.138
09:00;0.407
09:15;1.186
09:30;0.854
09:45;0.917
10:00;0.962
10:15;1.433
10:30;3.328
10:45;4.186
11:00;4.594
11:15;4.786
11:30;4.794
11:45;3.630
12:00;3.692
12:15;4.002
12:30;3.920
12:45;4.327
13:00;2.442
13:15;3.172
13:30;4.460
13:45;4.935
14:00;4.207
14:15;4.067
14:30;2.973
14:45;3.018
15:00;2.801
15:15;2.648
15:30;3.857
15:45;3.834
16:00;2.049
16:15;1.149
16:30;0.629
16:45;0.663
17:00;0.246
17:15;0.037
17:30;0.074
17:45;0.039
18:00;0.004
18:15;0.000
18:30;
18:45;
19:00;
19:15;
19:30;
19:45;
20:00;
20:15;
20:30;
20:45;
21:00;
21:15;
21:30;
21:45;
22:00;
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
