 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;0.000
06:15;0.000
06:30;0.017
06:45;0.056
07:00;0.090
07:15;0.135
07:30;0.255
07:45;0.478
08:00;0.830
08:15;1.141
08:30;1.338
08:45;1.736
09:00;2.095
09:15;2.476
09:30;2.334
09:45;3.018
10:00;2.280
10:15;1.180
10:30;3.133
10:45;4.842
11:00;4.920
11:15;3.090
11:30;4.445
11:45;4.800
12:00;1.690
12:15;2.872
12:30;4.672
12:45;3.235
13:00;2.723
13:15;3.663
13:30;3.097
13:45;2.665
14:00;3.246
14:15;2.989
14:30;4.378
14:45;2.239
15:00;3.345
15:15;4.314
15:30;4.072
15:45;3.728
16:00;4.522
16:15;4.607
16:30;4.543
16:45;4.426
17:00;3.530
17:15;2.523
17:30;3.110
17:45;2.861
18:00;2.404
18:15;1.960
18:30;1.485
18:45;1.163
19:00;0.767
19:15;0.460
19:30;0.330
19:45;0.307
20:00;0.288
20:15;0.264
20:30;0.223
20:45;0.197
21:00;0.151
21:15;0.103
21:30;0.064
21:45;0.030
22:00;0.004
22:15;0.000
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
