 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;
06:30;
06:45;
07:00;
07:15;
07:30;
07:45;
08:00;
08:15;0.000
08:30;0.024
08:45;0.059
09:00;0.276
09:15;0.210
09:30;0.430
09:45;0.817
10:00;0.655
10:15;0.778
10:30;0.823
10:45;1.136
11:00;1.024
11:15;1.026
11:30;1.746
11:45;1.445
12:00;1.632
12:15;2.369
12:30;2.823
12:45;3.320
13:00;4.286
13:15;3.201
13:30;1.173
13:45;1.839
14:00;0.509
14:15;3.552
14:30;1.922
14:45;3.221
15:00;4.489
15:15;2.664
15:30;4.585
15:45;1.632
16:00;3.177
16:15;4.160
16:30;3.314
16:45;1.540
17:00;2.916
17:15;1.303
17:30;1.137
17:45;1.123
18:00;0.384
18:15;0.238
18:30;0.373
18:45;0.219
19:00;0.074
19:15;0.049
19:30;0.000
19:45;
20:00;
20:15;
20:30;
20:45;
21:00;
21:15;
21:30;
21:45;
22:00;
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
