 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;
06:30;0.000
06:45;0.000
07:00;0.018
07:15;0.071
07:30;0.253
07:45;0.437
08:00;0.666
08:15;0.875
08:30;1.188
08:45;1.627
09:00;1.879
09:15;1.763
09:30;2.157
09:45;1.877
10:00;3.024
10:15;1.429
10:30;1.914
10:45;3.992
11:00;4.191
11:15;3.351
11:30;1.511
11:45;2.554
12:00;3.903
12:15;4.218
12:30;3.280
12:45;2.915
13:00;3.480
13:15;3.522
13:30;4.702
13:45;3.504
14:00;3.777
14:15;4.525
14:30;5.008
14:45;3.690
15:00;3.138
15:15;3.396
15:30;4.323
15:45;3.267
16:00;3.854
16:15;3.612
16:30;1.170
16:45;3.610
17:00;3.449
17:15;1.997
17:30;1.252
17:45;1.901
18:00;1.343
18:15;1.023
18:30;0.458
18:45;0.083
19:00;0.392
19:15;0.434
19:30;0.191
19:45;0.355
20:00;0.375
20:15;0.330
20:30;0.204
20:45;0.137
21:00;0.170
21:15;0.002
21:30;0.000
21:45;
22:00;
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
