 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;0.000
05:45;0.000
06:00;0.021
06:15;0.063
06:30;0.132
06:45;0.218
07:00;0.308
07:15;0.561
07:30;0.860
07:45;1.082
08:00;1.051
08:15;1.106
08:30;1.481
08:45;1.834
09:00;1.420
09:15;2.081
09:30;2.373
09:45;2.464
10:00;2.679
10:15;2.839
10:30;2.743
10:45;2.969
11:00;3.793
11:15;4.631
11:30;4.984
11:45;5.030
12:00;5.005
12:15;5.012
12:30;3.288
12:45;4.566
13:00;4.867
13:15;3.419
13:30;2.396
13:45;4.211
14:00;3.810
14:15;3.560
14:30;5.052
14:45;4.013
15:00;3.869
15:15;4.793
15:30;2.680
15:45;2.459
16:00;3.350
16:15;2.465
16:30;2.972
16:45;2.871
17:00;3.120
17:15;1.804
17:30;2.378
17:45;1.333
18:00;0.771
18:15;1.962
18:30;2.093
18:45;1.904
19:00;1.330
19:15;0.978
19:30;0.890
19:45;0.856
20:00;0.583
20:15;0.384
20:30;0.306
20:45;0.242
21:00;0.211
21:15;0.172
21:30;0.160
21:45;0.115
22:00;0.053
22:15;0.007
22:30;0.000
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
