 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;0.000
06:15;0.000
06:30;0.019
06:45;0.034
07:00;0.060
07:15;0.078
07:30;0.150
07:45;0.252
08:00;0.308
08:15;0.249
08:30;0.373
08:45;0.450
09:00;0.498
09:15;0.667
09:30;0.865
09:45;1.904
10:00;3.095
10:15;3.834
10:30;4.076
10:45;3.424
11:00;3.061
11:15;4.279
11:30;5.035
11:45;4.809
12:00;2.940
12:15;3.334
12:30;4.442
12:45;3.962
13:00;4.344
13:15;4.036
13:30;3.553
13:45;2.873
14:00;3.098
14:15;2.658
14:30;3.830
14:45;4.646
15:00;4.483
15:15;4.318
15:30;4.313
15:45;3.607
16:00;2.995
16:15;3.809
16:30;4.853
16:45;4.232
17:00;3.886
17:15;3.369
17:30;2.685
17:45;2.737
18:00;1.926
18:15;1.971
18:30;1.980
18:45;1.367
19:00;0.846
19:15;0.513
19:30;0.375
19:45;0.329
20:00;0.312
20:15;0.284
20:30;0.207
20:45;0.136
21:00;0.143
21:15;0.127
21:30;0.075
21:45;0.040
22:00;0.005
22:15;0.000
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
