 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;0.000
06:00;0.000
06:15;0.025
06:30;0.065
06:45;0.099
07:00;0.139
07:15;0.222
07:30;0.454
07:45;0.737
08:00;1.115
08:15;1.482
08:30;1.739
08:45;2.067
09:00;2.456
09:15;2.892
09:30;3.237
09:45;3.588
10:00;3.973
10:15;4.206
10:30;4.538
10:45;4.763
11:00;5.000
11:15;5.008
11:30;5.031
11:45;5.030
12:00;5.030
12:15;5.033
12:30;5.029
12:45;5.027
13:00;5.028
13:15;5.030
13:30;5.034
13:45;5.027
14:00;5.035
14:15;5.035
14:30;5.034
14:45;5.032
15:00;5.027
15:15;5.009
15:30;5.028
15:45;5.028
16:00;4.795
16:15;4.733
16:30;4.319
16:45;3.953
17:00;3.736
17:15;3.421
17:30;2.908
17:45;2.572
18:00;2.168
18:15;1.738
18:30;1.306
18:45;0.912
19:00;0.643
19:15;0.442
19:30;0.386
19:45;0.359
20:00;0.322
20:15;0.291
20:30;0.259
20:45;0.211
21:00;0.164
21:15;0.112
21:30;0.067
21:45;0.037
22:00;0.006
22:15;0.000
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
