 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;
06:30;
06:45;0.000
07:00;0.017
07:15;0.076
07:30;0.124
07:45;0.232
08:00;0.434
08:15;0.560
08:30;0.842
08:45;1.553
09:00;2.061
09:15;2.448
09:30;2.809
09:45;3.250
10:00;3.700
10:15;4.041
10:30;4.244
10:45;4.694
11:00;4.825
11:15;4.251
11:30;4.809
11:45;5.019
12:00;4.873
12:15;5.011
12:30;5.024
12:45;5.025
13:00;5.027
13:15;5.029
13:30;5.034
13:45;5.034
14:00;5.041
14:15;5.044
14:30;5.036
14:45;5.036
15:00;5.038
15:15;5.034
15:30;5.030
15:45;5.027
16:00;5.019
16:15;4.576
16:30;2.491
16:45;3.585
17:00;3.856
17:15;3.509
17:30;2.949
17:45;2.444
18:00;2.107
18:15;1.658
18:30;1.206
18:45;0.811
19:00;0.469
19:15;0.343
19:30;0.305
19:45;0.268
20:00;0.221
20:15;0.179
20:30;0.118
20:45;0.076
21:00;0.027
21:15;0.002
21:30;
21:45;
22:00;
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
