 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;0.000
06:15;0.000
06:30;0.003
06:45;0.061
07:00;0.114
07:15;0.187
07:30;0.298
07:45;0.458
08:00;0.621
08:15;0.747
08:30;1.006
08:45;1.259
09:00;1.470
09:15;1.713
09:30;1.861
09:45;2.068
10:00;2.235
10:15;2.794
10:30;3.510
10:45;4.303
11:00;4.720
11:15;5.007
11:30;5.010
11:45;5.009
12:00;5.014
12:15;5.012
12:30;5.026
12:45;5.031
13:00;5.041
13:15;5.035
13:30;5.036
13:45;5.034
14:00;5.034
14:15;5.038
14:30;5.039
14:45;5.040
15:00;5.042
15:15;5.042
15:30;5.041
15:45;5.040
16:00;5.042
16:15;4.990
16:30;4.698
16:45;4.283
17:00;3.925
17:15;3.514
17:30;3.017
17:45;2.642
18:00;2.185
18:15;1.711
18:30;1.253
18:45;0.834
19:00;0.492
19:15;0.360
19:30;0.326
19:45;0.296
20:00;0.260
20:15;0.221
20:30;0.175
20:45;0.120
21:00;0.069
21:15;0.035
21:30;0.004
21:45;0.000
22:00;
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
