 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;
06:30;
06:45;
07:00;0.000
07:15;0.020
07:30;0.078
07:45;0.110
08:00;0.251
08:15;0.326
08:30;0.317
08:45;0.694
09:00;1.325
09:15;1.202
09:30;2.588
09:45;0.661
10:00;0.523
10:15;0.445
10:30;0.514
10:45;0.171
11:00;0.092
11:15;0.169
11:30;0.117
11:45;0.036
12:00;0.033
12:15;0.171
12:30;0.445
12:45;0.640
13:00;1.126
13:15;1.823
13:30;3.228
13:45;3.860
14:00;3.017
14:15;3.380
14:30;1.455
14:45;3.383
15:00;3.721
15:15;2.459
15:30;2.249
15:45;1.070
16:00;1.347
16:15;0.932
16:30;0.618
16:45;0.582
17:00;0.750
17:15;0.592
17:30;0.640
17:45;0.691
18:00;0.688
18:15;0.539
18:30;0.597
18:45;0.326
19:00;0.294
19:15;0.246
19:30;0.209
19:45;0.123
20:00;0.115
20:15;0.060
20:30;0.017
20:45;0.000
21:00;
21:15;
21:30;
21:45;
22:00;
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
