 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;
06:30;
06:45;0.000
07:00;0.000
07:15;0.011
07:30;0.087
07:45;0.170
08:00;0.106
08:15;0.130
08:30;0.071
08:45;0.359
09:00;1.390
09:15;1.230
09:30;1.672
09:45;1.770
10:00;1.281
10:15;1.299
10:30;1.277
10:45;1.812
11:00;2.009
11:15;2.349
11:30;1.542
11:45;1.652
12:00;2.660
12:15;2.144
12:30;2.203
12:45;2.592
13:00;3.278
13:15;2.671
13:30;4.406
13:45;3.546
14:00;4.343
14:15;4.329
14:30;4.737
14:45;3.572
15:00;3.823
15:15;3.238
15:30;2.478
15:45;3.267
16:00;1.387
16:15;1.415
16:30;1.822
16:45;2.975
17:00;2.025
17:15;1.440
17:30;1.504
17:45;0.735
18:00;0.467
18:15;0.336
18:30;0.523
18:45;0.585
19:00;0.460
19:15;0.202
19:30;0.449
19:45;0.377
20:00;0.204
20:15;0.175
20:30;0.044
20:45;0.019
21:00;0.000
21:15;0.000
21:30;
21:45;
22:00;
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
