 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;
06:30;
06:45;
07:00;0.000
07:15;0.000
07:30;0.019
07:45;0.074
08:00;0.181
08:15;0.334
08:30;0.588
08:45;0.815
09:00;1.359
09:15;1.737
09:30;2.205
09:45;2.671
10:00;3.126
10:15;3.645
10:30;3.942
10:45;4.383
11:00;4.710
11:15;4.987
11:30;5.010
11:45;5.010
12:00;5.010
12:15;5.010
12:30;5.011
12:45;5.014
13:00;5.016
13:15;5.017
13:30;5.027
13:45;5.027
14:00;5.035
14:15;5.035
14:30;5.036
14:45;5.034
15:00;5.027
15:15;5.027
15:30;5.024
15:45;5.009
16:00;4.869
16:15;4.639
16:30;4.322
16:45;3.989
17:00;3.461
17:15;3.172
17:30;2.780
17:45;2.324
18:00;1.883
18:15;1.536
18:30;1.145
18:45;0.816
19:00;0.508
19:15;0.375
19:30;0.307
19:45;0.236
20:00;0.187
20:15;0.116
20:30;0.065
20:45;0.012
21:00;0.000
21:15;
21:30;
21:45;
22:00;
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
