 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;
06:30;
06:45;0.000
07:00;0.000
07:15;0.003
07:30;0.046
07:45;0.099
08:00;0.139
08:15;0.232
08:30;0.324
08:45;0.375
09:00;0.451
09:15;0.483
09:30;0.642
09:45;0.586
10:00;0.771
10:15;0.959
10:30;1.533
10:45;1.615
11:00;2.662
11:15;4.700
11:30;5.030
11:45;4.378
12:00;2.141
12:15;3.176
12:30;3.155
12:45;3.583
13:00;3.899
13:15;2.902
13:30;2.896
13:45;3.266
14:00;3.168
14:15;3.844
14:30;3.563
14:45;3.640
15:00;1.838
15:15;1.560
15:30;1.764
15:45;1.784
16:00;1.268
16:15;1.079
16:30;1.013
16:45;0.941
17:00;1.258
17:15;1.065
17:30;0.869
17:45;0.940
18:00;0.812
18:15;0.606
18:30;0.596
18:45;0.553
19:00;0.563
19:15;0.248
19:30;0.047
19:45;0.011
20:00;0.040
20:15;0.005
20:30;0.000
20:45;0.000
21:00;0.000
21:15;
21:30;
21:45;
22:00;
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
