 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;0.000
05:45;0.000
06:00;0.013
06:15;0.054
06:30;0.098
06:45;0.128
07:00;0.166
07:15;0.229
07:30;0.367
07:45;0.626
08:00;1.008
08:15;1.359
08:30;1.542
08:45;2.040
09:00;1.783
09:15;2.346
09:30;2.857
09:45;2.797
10:00;3.623
10:15;3.948
10:30;4.193
10:45;4.433
11:00;4.579
11:15;4.794
11:30;4.944
11:45;5.049
12:00;5.051
12:15;5.048
12:30;5.049
12:45;5.049
13:00;5.046
13:15;5.044
13:30;5.045
13:45;5.042
14:00;5.048
14:15;5.049
14:30;5.045
14:45;5.049
15:00;5.047
15:15;5.048
15:30;5.050
15:45;4.991
16:00;4.769
16:15;4.578
16:30;4.284
16:45;3.954
17:00;3.605
17:15;3.274
17:30;2.905
17:45;2.545
18:00;2.104
18:15;1.789
18:30;1.396
18:45;1.022
19:00;0.692
19:15;0.465
19:30;0.387
19:45;0.363
20:00;0.333
20:15;0.303
20:30;0.267
20:45;0.226
21:00;0.183
21:15;0.139
21:30;0.093
21:45;0.060
22:00;0.029
22:15;0.003
22:30;0.000
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
