 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;0.000
06:30;0.000
06:45;0.016
07:00;0.065
07:15;0.093
07:30;0.127
07:45;0.213
08:00;0.601
08:15;0.574
08:30;0.916
08:45;1.416
09:00;1.880
09:15;2.033
09:30;1.970
09:45;2.038
10:00;1.426
10:15;2.057
10:30;3.221
10:45;2.568
11:00;3.320
11:15;3.783
11:30;4.212
11:45;4.960
12:00;4.720
12:15;4.383
12:30;4.932
12:45;5.030
13:00;5.013
13:15;5.033
13:30;5.032
13:45;5.033
14:00;5.030
14:15;5.033
14:30;4.985
14:45;4.920
15:00;3.954
15:15;3.664
15:30;5.023
15:45;5.023
16:00;4.842
16:15;4.574
16:30;4.238
16:45;3.901
17:00;3.460
17:15;3.165
17:30;2.872
17:45;2.436
18:00;2.052
18:15;1.743
18:30;1.320
18:45;1.031
19:00;0.582
19:15;0.426
19:30;0.331
19:45;0.313
20:00;0.276
20:15;0.238
20:30;0.189
20:45;0.144
21:00;0.086
21:15;0.041
21:30;0.006
21:45;0.000
22:00;
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
