 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;
06:30;
06:45;
07:00;
07:15;0.000
07:30;0.000
07:45;0.041
08:00;0.157
08:15;0.623
08:30;1.463
08:45;2.040
09:00;2.447
09:15;2.969
09:30;3.410
09:45;3.727
10:00;4.074
10:15;4.666
10:30;4.882
10:45;4.926
11:00;5.016
11:15;5.014
11:30;4.930
11:45;5.017
12:00;5.033
12:15;4.512
12:30;4.508
12:45;5.036
13:00;4.376
13:15;2.094
13:30;2.157
13:45;2.305
14:00;4.793
14:15;4.398
14:30;1.214
14:45;0.533
15:00;3.806
15:15;4.923
15:30;1.151
15:45;0.662
16:00;3.405
16:15;3.593
16:30;1.671
16:45;1.574
17:00;1.780
17:15;1.547
17:30;1.078
17:45;0.748
18:00;0.405
18:15;0.126
18:30;0.106
18:45;0.044
19:00;0.025
19:15;0.000
19:30;
19:45;
20:00;
20:15;
20:30;
20:45;
21:00;
21:15;
21:30;
21:45;
22:00;
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
