 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;0.000
06:00;0.000
06:15;0.020
06:30;0.063
06:45;0.103
07:00;0.149
07:15;0.213
07:30;0.421
07:45;0.725
08:00;1.069
08:15;0.940
08:30;0.676
08:45;0.757
09:00;0.613
09:15;0.970
09:30;0.879
09:45;0.741
10:00;0.898
10:15;0.758
10:30;0.633
10:45;0.745
11:00;1.545
11:15;1.603
11:30;1.552
11:45;1.922
12:00;2.058
12:15;1.698
12:30;1.388
12:45;1.165
13:00;1.923
13:15;1.387
13:30;1.279
13:45;2.324
14:00;2.086
14:15;2.400
14:30;2.179
14:45;1.722
15:00;2.425
15:15;1.873
15:30;2.076
15:45;3.086
16:00;2.483
16:15;2.263
16:30;1.905
16:45;1.969
17:00;1.543
17:15;2.693
17:30;1.908
17:45;1.459
18:00;0.978
18:15;0.904
18:30;0.810
18:45;0.990
19:00;0.827
19:15;0.822
19:30;0.574
19:45;0.500
20:00;0.426
20:15;0.319
20:30;0.223
20:45;0.156
21:00;0.091
21:15;0.078
21:30;0.025
21:45;0.004
22:00;0.000
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
