 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;0.000
06:30;0.000
06:45;0.011
07:00;0.038
07:15;0.059
07:30;0.127
07:45;0.228
08:00;0.289
08:15;0.425
08:30;0.673
08:45;0.771
09:00;1.057
09:15;1.212
09:30;1.088
09:45;1.309
10:00;1.814
10:15;1.713
10:30;1.465
10:45;1.740
11:00;1.879
11:15;1.347
11:30;1.236
11:45;1.587
12:00;1.438
12:15;2.285
12:30;2.410
12:45;2.644
13:00;2.450
13:15;2.188
13:30;2.067
13:45;2.206
14:00;2.319
14:15;2.167
14:30;3.450
14:45;3.345
15:00;3.374
15:15;2.190
15:30;3.063
15:45;1.971
16:00;2.066
16:15;1.814
16:30;1.685
16:45;1.098
17:00;0.818
17:15;0.733
17:30;0.553
17:45;0.291
18:00;0.195
18:15;0.179
18:30;0.254
18:45;0.129
19:00;0.147
19:15;0.262
19:30;0.185
19:45;0.182
20:00;0.094
20:15;0.080
20:30;0.073
20:45;0.074
21:00;0.000
21:15;0.000
21:30;
21:45;
22:00;
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
