 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;0.000
06:00;0.000
06:15;0.000
06:30;0.023
06:45;0.062
07:00;0.114
07:15;0.173
07:30;0.284
07:45;0.540
08:00;0.945
08:15;1.222
08:30;1.545
08:45;1.898
09:00;2.527
09:15;1.975
09:30;1.093
09:45;3.468
10:00;3.466
10:15;4.547
10:30;1.149
10:45;2.220
11:00;4.064
11:15;3.625
11:30;2.891
11:45;3.558
12:00;2.804
12:15;3.782
12:30;2.016
12:45;3.888
13:00;4.913
13:15;4.102
13:30;4.423
13:45;4.386
14:00;4.295
14:15;4.667
14:30;3.885
14:45;4.812
15:00;4.430
15:15;4.566
15:30;4.806
15:45;3.426
16:00;3.760
16:15;4.103
16:30;4.540
16:45;4.178
17:00;4.290
17:15;3.222
17:30;2.937
17:45;2.329
18:00;2.129
18:15;2.205
18:30;1.833
18:45;1.357
19:00;0.972
19:15;0.544
19:30;0.453
19:45;0.456
20:00;0.466
20:15;0.442
20:30;0.304
20:45;0.238
21:00;0.184
21:15;0.146
21:30;0.094
21:45;0.056
22:00;0.020
22:15;0.000
22:30;0.000
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
