 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;
06:30;0.000
06:45;0.000
07:00;0.045
07:15;0.072
07:30;0.148
07:45;0.071
08:00;0.060
08:15;0.082
08:30;0.184
08:45;0.136
09:00;0.203
09:15;0.427
09:30;0.210
09:45;0.374
10:00;0.659
10:15;0.554
10:30;0.639
10:45;0.957
11:00;1.332
11:15;0.908
11:30;0.685
11:45;0.639
12:00;1.586
12:15;2.358
12:30;2.166
12:45;2.769
13:00;3.299
13:15;1.858
13:30;1.466
13:45;2.069
14:00;2.109
14:15;1.912
14:30;1.968
14:45;3.226
15:00;4.631
15:15;3.827
15:30;3.126
15:45;2.406
16:00;1.311
16:15;2.884
16:30;3.554
16:45;2.809
17:00;4.279
17:15;2.353
17:30;2.294
17:45;2.789
18:00;2.313
18:15;2.068
18:30;1.457
18:45;1.400
19:00;1.028
19:15;0.649
19:30;0.517
19:45;0.202
20:00;0.420
20:15;0.404
20:30;0.185
20:45;0.196
21:00;0.076
21:15;0.061
21:30;0.028
21:45;0.015
22:00;0.000
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
