 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;
06:30;
06:45;0.000
07:00;0.000
07:15;0.015
07:30;0.000
07:45;0.000
08:00;0.007
08:15;0.070
08:30;0.087
08:45;0.061
09:00;0.075
09:15;0.103
09:30;0.118
09:45;0.109
10:00;0.095
10:15;0.197
10:30;0.183
10:45;0.204
11:00;0.368
11:15;0.295
11:30;0.256
11:45;0.376
12:00;0.687
12:15;0.691
12:30;0.449
12:45;0.362
13:00;0.338
13:15;0.452
13:30;0.579
13:45;0.401
14:00;0.405
14:15;0.454
14:30;0.362
14:45;0.359
15:00;0.518
15:15;0.366
15:30;0.465
15:45;0.370
16:00;0.974
16:15;1.977
16:30;0.553
16:45;0.968
17:00;1.777
17:15;1.407
17:30;2.511
17:45;2.063
18:00;2.063
18:15;1.351
18:30;1.488
18:45;1.425
19:00;1.280
19:15;1.285
19:30;0.778
19:45;0.463
20:00;0.360
20:15;0.396
20:30;0.119
20:45;0.058
21:00;0.042
21:15;0.002
21:30;
21:45;
22:00;
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
