 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;
06:30;
06:45;
07:00;
07:15;
07:30;
07:45;
08:00;
08:15;0.000
08:30;0.000
08:45;0.003
09:00;0.051
09:15;0.069
09:30;0.087
09:45;0.144
10:00;0.126
10:15;0.209
10:30;0.213
10:45;0.261
11:00;0.275
11:15;0.305
11:30;0.376
11:45;0.440
12:00;0.598
12:15;0.703
12:30;0.808
12:45;0.593
13:00;0.640
13:15;0.969
13:30;0.960
13:45;0.633
14:00;0.789
14:15;1.233
14:30;1.164
14:45;1.606
15:00;3.179
15:15;3.654
15:30;1.662
15:45;0.884
16:00;0.828
16:15;0.995
16:30;0.622
16:45;0.596
17:00;0.419
17:15;0.335
17:30;0.254
17:45;0.324
18:00;0.200
18:15;0.082
18:30;0.050
18:45;0.015
19:00;0.003
19:15;0.000
19:30;
19:45;
20:00;
20:15;
20:30;
20:45;
21:00;
21:15;
21:30;
21:45;
22:00;
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
