 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;0.000
06:00;0.000
06:15;0.012
06:30;0.058
06:45;0.077
07:00;0.100
07:15;0.199
07:30;0.342
07:45;0.608
08:00;0.992
08:15;1.323
08:30;1.682
08:45;1.916
09:00;2.238
09:15;2.453
09:30;2.761
09:45;3.053
10:00;2.949
10:15;3.053
10:30;2.820
10:45;4.420
11:00;4.053
11:15;2.806
11:30;2.841
11:45;4.329
12:00;3.897
12:15;3.186
12:30;3.507
12:45;3.464
13:00;4.225
13:15;4.973
13:30;4.812
13:45;3.938
14:00;2.110
14:15;2.457
14:30;2.952
14:45;3.760
15:00;3.764
15:15;4.610
15:30;4.771
15:45;3.859
16:00;3.788
16:15;3.503
16:30;3.031
16:45;2.784
17:00;2.587
17:15;2.648
17:30;2.596
17:45;2.412
18:00;1.767
18:15;1.579
18:30;0.944
18:45;0.704
19:00;0.650
19:15;0.552
19:30;0.653
19:45;0.609
20:00;0.508
20:15;0.388
20:30;0.216
20:45;0.118
21:00;0.086
21:15;0.126
21:30;0.111
21:45;0.025
22:00;0.007
22:15;0.000
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
