 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;
06:30;
06:45;0.000
07:00;0.001
07:15;0.048
07:30;0.098
07:45;0.206
08:00;0.339
08:15;0.527
08:30;0.805
08:45;1.075
09:00;1.354
09:15;1.483
09:30;2.041
09:45;2.429
10:00;2.769
10:15;3.255
10:30;3.846
10:45;3.604
11:00;3.309
11:15;3.211
11:30;3.187
11:45;2.939
12:00;4.205
12:15;3.805
12:30;4.298
12:45;5.009
13:00;5.022
13:15;5.029
13:30;3.526
13:45;3.898
14:00;1.484
14:15;1.355
14:30;0.688
14:45;1.353
15:00;1.946
15:15;0.448
15:30;0.105
15:45;0.000
16:00;0.023
16:15;0.123
16:30;0.790
16:45;1.457
17:00;1.900
17:15;0.904
17:30;0.658
17:45;0.477
18:00;0.319
18:15;0.235
18:30;0.330
18:45;0.264
19:00;0.125
19:15;0.126
19:30;0.192
19:45;0.180
20:00;0.193
20:15;0.245
20:30;0.202
20:45;0.076
21:00;0.015
21:15;0.000
21:30;
21:45;
22:00;
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
