 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;
06:30;
06:45;0.000
07:00;0.000
07:15;0.000
07:30;0.050
07:45;0.109
08:00;0.200
08:15;0.328
08:30;0.436
08:45;0.617
09:00;0.954
09:15;0.888
09:30;1.215
09:45;1.293
10:00;2.263
10:15;2.902
10:30;3.214
10:45;3.297
11:00;3.751
11:15;4.224
11:30;4.544
11:45;4.523
12:00;3.698
12:15;5.025
12:30;5.030
12:45;5.029
13:00;5.029
13:15;5.030
13:30;5.031
13:45;5.031
14:00;5.035
14:15;5.004
14:30;5.033
14:45;5.031
15:00;4.509
15:15;4.877
15:30;4.648
15:45;3.718
16:00;4.391
16:15;4.169
16:30;3.922
16:45;3.635
17:00;3.348
17:15;3.115
17:30;2.819
17:45;2.494
18:00;2.085
18:15;1.802
18:30;1.880
18:45;1.580
19:00;1.316
19:15;0.972
19:30;0.657
19:45;0.518
20:00;0.283
20:15;0.265
20:30;0.233
20:45;0.195
21:00;0.149
21:15;0.075
21:30;0.030
21:45;
22:00;
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
