 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;
06:30;
06:45;
07:00;
07:15;
07:30;
07:45;0.000
08:00;0.000
08:15;0.025
08:30;0.121
08:45;0.574
09:00;0.829
09:15;0.916
09:30;1.742
09:45;1.116
10:00;1.725
10:15;1.826
10:30;3.990
10:45;3.676
11:00;3.408
11:15;1.835
11:30;2.279
11:45;3.280
12:00;2.101
12:15;4.322
12:30;4.881
12:45;4.620
13:00;5.047
13:15;3.039
13:30;4.759
13:45;4.093
14:00;5.029
14:15;4.965
14:30;5.027
14:45;4.854
15:00;4.989
15:15;4.497
15:30;5.003
15:45;5.047
16:00;5.048
16:15;5.043
16:30;4.865
16:45;4.519
17:00;4.114
17:15;3.678
17:30;3.126
17:45;2.726
18:00;2.227
18:15;1.735
18:30;1.223
18:45;0.808
19:00;0.496
19:15;0.427
19:30;0.275
19:45;0.145
20:00;0.078
20:15;0.033
20:30;0.003
20:45;
21:00;
21:15;
21:30;
21:45;
22:00;
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
