 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;0.000
06:15;0.000
06:30;0.035
06:45;0.058
07:00;0.123
07:15;0.234
07:30;0.413
07:45;0.540
08:00;0.796
08:15;1.103
08:30;1.381
08:45;1.773
09:00;2.089
09:15;2.525
09:30;3.027
09:45;3.365
10:00;3.668
10:15;4.062
10:30;4.309
10:45;4.557
11:00;4.691
11:15;4.998
11:30;5.028
11:45;5.027
12:00;5.030
12:15;3.945
12:30;4.470
12:45;4.110
13:00;4.123
13:15;2.354
13:30;4.039
13:45;3.355
14:00;2.241
14:15;2.508
14:30;3.347
14:45;3.037
15:00;4.474
15:15;1.726
15:30;4.867
15:45;2.752
16:00;4.312
16:15;3.228
16:30;4.034
16:45;3.769
17:00;3.617
17:15;2.878
17:30;2.632
17:45;2.376
18:00;2.050
18:15;1.352
18:30;1.169
18:45;0.916
19:00;0.619
19:15;0.486
19:30;0.406
19:45;0.399
20:00;0.322
20:15;0.320
20:30;0.293
20:45;0.227
21:00;0.172
21:15;0.119
21:30;0.072
21:45;0.017
22:00;0.000
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
