 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;
06:30;
06:45;
07:00;0.000
07:15;0.000
07:30;0.023
07:45;0.075
08:00;0.197
08:15;0.397
08:30;0.596
08:45;0.935
09:00;1.452
09:15;1.883
09:30;2.348
09:45;2.827
10:00;3.369
10:15;3.716
10:30;4.084
10:45;4.584
11:00;4.795
11:15;4.989
11:30;5.013
11:45;5.013
12:00;5.015
12:15;5.012
12:30;5.012
12:45;5.014
13:00;5.013
13:15;5.019
13:30;5.027
13:45;5.025
14:00;5.027
14:15;5.024
14:30;5.029
14:45;5.033
15:00;5.029
15:15;5.026
15:30;5.024
15:45;5.013
16:00;4.917
16:15;4.655
16:30;4.375
16:45;4.089
17:00;3.708
17:15;3.374
17:30;2.938
17:45;2.496
18:00;2.049
18:15;1.585
18:30;1.131
18:45;0.735
19:00;0.386
19:15;0.299
19:30;0.259
19:45;0.218
20:00;0.165
20:15;0.104
20:30;0.056
20:45;0.011
21:00;0.000
21:15;
21:30;
21:45;
22:00;
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
