dt;dt_iso;timezone;city_name;lat;lon;temp;feels_like;temp_min;temp_max;pressure;sea_level;grnd_level;humidity;wind_speed;wind_deg;rain_1h;rain_3h;snow_1h;snow_3h;clouds_all;weather_id;weather_main;weather_description;weather_icon
1580263200;2020-01-29 02:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;277.56;268.63;275.93;279.65;1003;;;75;10;270;;;;;20;801;Clouds;few clouds;02n
1580266800;2020-01-29 03:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;277.48;269.21;275.37;279.65;1004;;;74;9;260;;;;;20;801;Clouds;few clouds;02n
1580270400;2020-01-29 04:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;277.22;268.86;274.82;279.65;1004;;;72;9;260;;;;;75;803;Clouds;broken clouds;04n
1580274000;2020-01-29 05:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;277.69;268.72;275.93;279.75;1005;;;73;10;270;;;;;75;803;Clouds;broken clouds;04n
1580277600;2020-01-29 06:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;277.51;269.92;274.82;279.55;1006;;;73;8;270;;;;;75;803;Clouds;broken clouds;04n
1580281200;2020-01-29 07:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;277.52;270.63;275.15;279.55;1006;;;73;7;260;;;;;75;803;Clouds;broken clouds;04n
1580284800;2020-01-29 08:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;277.54;268.52;274.82;279.55;1007;;;72;10;270;;;;;40;802;Clouds;scattered clouds;03d
1580288400;2020-01-29 09:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;278.5;270.99;276.85;279.85;1008;;;71;8;270;;;;;40;802;Clouds;scattered clouds;03d
1580292000;2020-01-29 10:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.46;272.06;278.55;280.37;1008;;;70;8;270;;;;;75;803;Clouds;broken clouds;04d
1580295600;2020-01-29 11:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.14;274.28;279.55;280.85;1009;;;71;6;270;;;;;40;802;Clouds;scattered clouds;03d
1580299200;2020-01-29 12:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.65;274.77;279.82;281.48;1009;;;68;6;270;;;;;28;802;Clouds;scattered clouds;03d
1580302800;2020-01-29 13:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.92;275.72;280.15;282.04;1010;;;66;5;270;;;;;43;802;Clouds;scattered clouds;03d
1580306400;2020-01-29 14:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.07;275.16;280.35;282.04;1010;;;65;6;270;;;;;80;803;Clouds;broken clouds;04d
1580310000;2020-01-29 15:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.98;275.86;280.15;282.04;1011;;;68;5;260;;;;;98;804;Clouds;overcast clouds;04d
1580313600;2020-01-29 16:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.5;275.43;279.65;281.48;1011;;;72;5;250;;;;;75;803;Clouds;broken clouds;04d
1580317200;2020-01-29 17:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.08;274.31;279.26;281.15;1012;;;74;6;240;;;;;75;803;Clouds;broken clouds;04n
1580320800;2020-01-29 18:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.54;273.81;278.71;280.93;1012;;;78;6;240;;;;;96;804;Clouds;overcast clouds;04n
1580324400;2020-01-29 19:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.17;273.53;278.15;280.95;1012;;;83;6;230;;;;;90;804;Clouds;overcast clouds;04n
1580328000;2020-01-29 20:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;278.88;272.49;277.59;280.37;1012;;;83;7;210;;;;;75;803;Clouds;broken clouds;04n
1580331600;2020-01-29 21:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;278.74;273.79;277.59;279.82;1012;;;85;5;210;;;;;75;803;Clouds;broken clouds;04n
1580335200;2020-01-29 22:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;278.84;271.83;277.59;279.82;1012;;;86;8;200;;;;;90;804;Clouds;overcast clouds;04n
1580338800;2020-01-29 23:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.02;272.08;277.65;280.37;1012;;;87;8;200;;;;;20;801;Clouds;few clouds;02n
1580342400;2020-01-30 00:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.28;272.45;278.15;280.37;1012;;;89;8;210;;;;;75;803;Clouds;broken clouds;04n
1580346000;2020-01-30 01:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.35;271.89;278.15;280.37;1012;;;91;9;210;;;;;75;803;Clouds;broken clouds;04n
1580349600;2020-01-30 02:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.14;273.07;277.59;280.37;1011;;;92;7;200;;;;;75;803;Clouds;broken clouds;04n
1580353200;2020-01-30 03:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;278.87;272.69;277.59;280.45;1011;;;90;7;210;;;;;57;803;Clouds;broken clouds;04n
1580356800;2020-01-30 04:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;278.62;273;277.04;279.95;1011;;;87;6;200;;;;;90;804;Clouds;overcast clouds;04n
1580360400;2020-01-30 05:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;278.32;271.92;276.48;279.82;1011;;;86;7;190;;;;;75;803;Clouds;broken clouds;04n
1580364000;2020-01-30 06:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;277.91;271.47;276.48;279.26;1010;;;87;7;190;;;;;90;804;Clouds;overcast clouds;04n
1580367600;2020-01-30 07:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;277.76;271.29;275.93;279.15;1010;;;87;7;180;;;;;75;803;Clouds;broken clouds;04n
1580371200;2020-01-30 08:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;277.89;272.12;276.48;279.26;1009;;;86;6;180;;;;;100;804;Clouds;overcast clouds;04d
1580374800;2020-01-30 09:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;278.62;272.3;277.59;279.35;1009;;;87;7;180;;;;;20;801;Clouds;few clouds;02d
1580378400;2020-01-30 10:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.56;272.72;278.71;280.93;1008;;;87;8;180;;;;;100;804;Clouds;overcast clouds;04d
1580382000;2020-01-30 11:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.5;273.84;279.75;282.04;1007;;;87;8;180;;;;;40;802;Clouds;scattered clouds;03d
1580385600;2020-01-30 12:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.34;274.23;280.37;283.15;1005;;;89;9;180;;;;;75;803;Clouds;broken clouds;04d
1580389200;2020-01-30 13:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.63;272.44;280.37;283.15;1004;;;88;12;180;;;;;90;804;Clouds;overcast clouds;04d
1580392800;2020-01-30 14:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.58;275.22;280.93;283.15;1003;;;89;8;190;;;;;90;804;Clouds;overcast clouds;04d
1580396400;2020-01-30 15:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.56;275.9;280.37;283.35;1002;;;89;7;180;;;;;90;804;Clouds;overcast clouds;04d
1580400000;2020-01-30 16:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.03;275.81;280.93;283.15;1002;;;90;8;190;;;;;90;804;Clouds;overcast clouds;04d
1580403600;2020-01-30 17:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.9;276.26;282.04;284.26;1001;;;92;9;200;;;;;90;804;Clouds;overcast clouds;04n
1580407200;2020-01-30 18:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.82;277.5;282.85;284.82;1001;;;94;9;210;;;;;90;804;Clouds;overcast clouds;04n
1580410800;2020-01-30 19:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.08;277.83;282.59;285.37;1002;;;94;9;240;;;;;90;804;Clouds;overcast clouds;04n
1580414400;2020-01-30 20:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.04;277.08;282.59;285.37;1002;;;94;10;230;;;;;90;804;Clouds;overcast clouds;04n
1580418000;2020-01-30 21:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.16;277.23;283.15;285.45;1003;;;94;10;230;;;;;90;804;Clouds;overcast clouds;04n
1580421600;2020-01-30 22:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.36;278.18;283.15;285.37;1003;;;94;9;240;;;;;90;804;Clouds;overcast clouds;04n
1580425200;2020-01-30 23:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.07;277.11;282.59;285.37;1004;;;94;10;230;;;;;90;804;Clouds;overcast clouds;04n
1580428800;2020-01-31 00:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.8;276.77;282.59;285.37;1005;;;94;10;240;;;;;90;804;Clouds;overcast clouds;04n
1580432400;2020-01-31 01:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.52;276.42;282.04;284.55;1006;;;94;10;230;;;;;90;804;Clouds;overcast clouds;04n
1580436000;2020-01-31 02:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.37;276.23;282.04;284.82;1006;;;94;10;230;;;;;90;804;Clouds;overcast clouds;04n
1580439600;2020-01-31 03:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.12;276.53;282.04;284.26;1007;;;92;9;230;;;;;90;804;Clouds;overcast clouds;04n
1580443200;2020-01-31 04:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.83;275.51;281.48;284.26;1007;;;93;10;230;;;;;90;804;Clouds;overcast clouds;04n
1580446800;2020-01-31 05:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.74;276.06;282.04;283.71;1008;;;92;9;230;;;;;75;803;Clouds;broken clouds;04n
1580450400;2020-01-31 06:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.61;275.82;281.48;283.71;1008;;;90;9;230;;;;;75;803;Clouds;broken clouds;04n
1580454000;2020-01-31 07:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.63;276.51;281.75;283.25;1009;;;89;8;230;;;;;75;803;Clouds;broken clouds;04n
1580457600;2020-01-31 08:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.65;277.93;282.04;283.35;1010;;;89;6;220;;;;;90;804;Clouds;overcast clouds;04d
1580461200;2020-01-31 09:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.91;276.89;282.04;283.75;1010;;;90;8;210;;;;;90;804;Clouds;overcast clouds;04d
1580464800;2020-01-31 10:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.23;277.29;282.59;283.77;1010;;;90;8;220;;;;;90;804;Clouds;overcast clouds;04d
1580468400;2020-01-31 11:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.68;277.11;282.95;284.26;1010;;;89;9;210;;;;;90;804;Clouds;overcast clouds;04d
1580472000;2020-01-31 12:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.91;276.7;282.95;284.82;1010;;;89;10;210;;;;;90;804;Clouds;overcast clouds;04d
1580475600;2020-01-31 13:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.41;278.03;283.45;285.37;1009;;;89;9;200;;;;;90;804;Clouds;overcast clouds;04d
1580479200;2020-01-31 14:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.68;276.97;283.35;285.93;1009;;;89;11;200;;;;;90;804;Clouds;overcast clouds;04d
1580482800;2020-01-31 15:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.99;277.36;284.15;285.93;1008;;;89;11;200;;;;;90;804;Clouds;overcast clouds;04d
1580486400;2020-01-31 16:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;285.2;279.03;284.15;286.15;1008;;;89;9;210;;;;;90;804;Clouds;overcast clouds;04d
1580490000;2020-01-31 17:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;285.14;279.6;284.15;286.15;1008;;;88;8;210;;;;;40;802;Clouds;scattered clouds;03n
1580493600;2020-01-31 18:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;285.03;280.86;284.15;285.93;1008;;;88;6;210;;;;;90;804;Clouds;overcast clouds;04n
1580497200;2020-01-31 19:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;285;279.43;284.15;285.93;1007;;;88;8;200;;;;;90;804;Clouds;overcast clouds;04n
1580500800;2020-01-31 20:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;285.03;279.37;284.15;285.93;1007;;;86;8;190;;;;;90;804;Clouds;overcast clouds;04n
1580504400;2020-01-31 21:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.97;277.06;284.15;285.93;1007;;;83;11;200;;;;;75;803;Clouds;broken clouds;04n
1580508000;2020-01-31 22:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.82;276.83;284.15;285.45;1006;;;82;11;200;;;;;90;804;Clouds;overcast clouds;04n
1580511600;2020-01-31 23:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.66;276.76;283.71;285.45;1006;;;85;11;200;;;;;90;804;Clouds;overcast clouds;04n
1580515200;2020-02-01 00:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.67;276.77;283.71;285.45;1005;;;85;11;200;;;;;90;804;Clouds;overcast clouds;04n
1580518800;2020-02-01 01:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.73;276.98;283.71;285.37;1005;;;88;11;200;;;;;90;804;Clouds;overcast clouds;04n
1580522400;2020-02-01 02:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.53;277.48;283.71;285.45;1004;;;89;10;200;;;;;90;804;Clouds;overcast clouds;04n
1580526000;2020-02-01 03:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.32;278;283.71;284.827;1003;;;91;9;200;;;;;90;804;Clouds;overcast clouds;04n
1580529600;2020-02-01 04:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.44;278.9;283.55;285.35;1003;;;92;8;210;;;;;90;804;Clouds;overcast clouds;04n
1580533200;2020-02-01 05:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.53;279.8;283.45;285.37;1003;;;94;7;220;;;;;75;803;Clouds;broken clouds;04n
1580536800;2020-02-01 06:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.27;278.68;283.15;285.37;1002;;;92;8;230;;;;;90;804;Clouds;overcast clouds;04n
1580540400;2020-02-01 07:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.99;277.58;282.59;285.37;1002;;;91;9;240;;;;;90;804;Clouds;overcast clouds;04n
1580544000;2020-02-01 08:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.53;277.75;282.04;284.82;1003;;;92;8;240;;;;;90;804;Clouds;overcast clouds;04d
1580547600;2020-02-01 09:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.42;276.99;281.95;284.82;1003;;;94;9;240;;;;;90;804;Clouds;overcast clouds;04d
1580551200;2020-02-01 10:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.62;276.54;282.15;284.65;1004;;;94;10;230;;;;;75;803;Clouds;broken clouds;04d
1580554800;2020-02-01 11:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.11;277.73;283.15;285.37;1004;;;91;9;240;;;;;75;803;Clouds;broken clouds;04d
1580558400;2020-02-01 12:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.36;278.66;283.15;285.37;1005;;;89;8;240;;;;;40;802;Clouds;scattered clouds;03d
1580562000;2020-02-01 13:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.58;278.2;283.15;285.37;1005;;;88;9;240;;;;;40;802;Clouds;scattered clouds;03d
1580565600;2020-02-01 14:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.46;277.91;282.85;285.55;1005;;;85;9;240;;;;;22;801;Clouds;few clouds;02d
1580569200;2020-02-01 15:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.12;275.87;282.59;285.37;1005;;;80;11;240;;;;;40;802;Clouds;scattered clouds;03d
1580572800;2020-02-01 16:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.25;275.51;281.95;284.45;1006;;;80;10;240;;;;;40;802;Clouds;scattered clouds;03d
1580576400;2020-02-01 17:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.62;274.82;282.04;283.71;1007;;;82;10;240;;;;;20;801;Clouds;few clouds;02n
1580580000;2020-02-01 18:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.3;274.47;281.48;283.15;1007;;;83;10;240;;;;;18;801;Clouds;few clouds;02n
1580583600;2020-02-01 19:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.98;274.12;281.48;282.59;1008;;;84;10;240;;;;;22;801;Clouds;few clouds;02n
1580587200;2020-02-01 20:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.81;274.62;280.93;282.59;1009;;;84;9;240;;;;;17;801;Clouds;few clouds;02n
1580590800;2020-02-01 21:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.75;273.77;280.93;282.59;1010;;;82;10;240;;;;;75;803;Clouds;broken clouds;04n
1580594400;2020-02-01 22:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.62;274.35;280.37;282.85;1011;;;83;9;240;;;;;90;804;Clouds;overcast clouds;04n
1580598000;2020-02-01 23:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.42;274.56;280.37;282.75;1011;;;76;8;240;;;;;40;802;Clouds;scattered clouds;03n
1580601600;2020-02-02 00:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.07;273.51;280.35;282.04;1011;;;78;9;240;;;;;90;804;Clouds;overcast clouds;04n
1580605200;2020-02-02 01:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.69;273.8;279.82;281.75;1011;;;79;8;240;;;;;75;803;Clouds;broken clouds;04n
1580608800;2020-02-02 02:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.48;275.02;279.65;281.65;1011;;;81;6;230;;;;;90;804;Clouds;overcast clouds;04n
1580612400;2020-02-02 03:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.48;275.02;279.82;281.48;1011;;;81;6;210;;;;;90;804;Clouds;overcast clouds;04n
1580616000;2020-02-02 04:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.31;275.61;279.15;281.48;1010;;;84;5;200;;;;;90;804;Clouds;overcast clouds;04n
1580619600;2020-02-02 05:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.34;275.75;279.82;281.15;1009;;;87;5;180;;;;;90;804;Clouds;overcast clouds;04n
1580623200;2020-02-02 06:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.27;275;279.75;280.93;1008;;;88;6;170;;;;;90;804;Clouds;overcast clouds;04n
1580626800;2020-02-02 07:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.22;275.77;279.82;280.93;1006;;;92;5;160;;;;;90;804;Clouds;overcast clouds;04n
1580630400;2020-02-02 08:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.76;275.76;279.82;283.15;1005;;;93;6;160;;;;;90;804;Clouds;overcast clouds;04d
1580634000;2020-02-02 09:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.24;276.92;279.82;285.35;1005;;;94;7;170;;;;;90;804;Clouds;overcast clouds;04d
1580637600;2020-02-02 10:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.86;277.63;281.45;285.93;1004;;;96;9;210;;;;;90;804;Clouds;overcast clouds;04d
1580641200;2020-02-02 11:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;285.16;278.51;283.71;286.48;1005;;;94;10;240;;;;;75;803;Clouds;broken clouds;04d
1580644800;2020-02-02 12:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;285.2;275.76;283.15;286.65;1006;;;94;14;240;;;;;90;804;Clouds;overcast clouds;04d
1580648400;2020-02-02 13:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;285.14;276.38;282.75;287.04;1007;;;94;13;240;;;;;90;804;Clouds;overcast clouds;04d
1580652000;2020-02-02 14:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;285.07;276.99;283.15;287.04;1007;;;94;12;240;;;;;40;802;Clouds;scattered clouds;03d
1580655600;2020-02-02 15:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.78;276.53;282.75;286.48;1009;;;92;12;240;;;;;75;803;Clouds;broken clouds;04d
1580659200;2020-02-02 16:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.46;277.43;282.59;285.93;1009;;;90;10;240;;;;;75;803;Clouds;broken clouds;04d
1580662800;2020-02-02 17:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.2;277.1;282.85;285.15;1010;;;90;10;240;;;;;75;803;Clouds;broken clouds;04n
1580666400;2020-02-02 18:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.17;277.11;283.15;285.37;1011;;;91;10;230;;;;;75;803;Clouds;broken clouds;04n
1580670000;2020-02-02 19:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.13;276.97;282.85;285.37;1011;;;89;10;240;;;;;75;803;Clouds;broken clouds;04n
1580673600;2020-02-02 20:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.23;277.06;283.15;285.37;1011;;;88;10;230;;;;;90;804;Clouds;overcast clouds;04n
1580677200;2020-02-02 21:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.17;277.59;283.15;285.37;1011;;;86;9;230;;;;;90;804;Clouds;overcast clouds;04n
1580680800;2020-02-02 22:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.04;277.39;283.15;284.82;1010;;;85;9;230;;;;;75;803;Clouds;broken clouds;04n
1580684400;2020-02-02 23:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.92;277.28;283.15;284.65;1011;;;86;9;230;;;;;75;803;Clouds;broken clouds;04n
1580688000;2020-02-03 00:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.75;275.67;283.15;284.35;1011;;;86;11;230;;;;;75;803;Clouds;broken clouds;04n
1580691600;2020-02-03 01:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.6;276.93;282.59;284.65;1011;;;87;9;240;;;;;75;803;Clouds;broken clouds;04n
1580695200;2020-02-03 02:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.58;276.2;282.59;284.35;1011;;;87;10;230;;;;;90;804;Clouds;overcast clouds;04n
1580698800;2020-02-03 03:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.52;276.13;282.59;284.26;1011;;;87;10;240;;;;;90;804;Clouds;overcast clouds;04n
1580702400;2020-02-03 04:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.37;276.72;282.15;284.26;1012;;;89;9;240;;;;;75;803;Clouds;broken clouds;04n
1580706000;2020-02-03 05:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.25;276.62;282.15;284.26;1012;;;90;9;240;;;;;75;803;Clouds;broken clouds;04n
1580709600;2020-02-03 06:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.94;275.49;282.04;283.75;1012;;;89;10;230;;;;;60;803;Clouds;broken clouds;04n
1580713200;2020-02-03 07:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.73;274.53;282.04;283.85;1013;;;89;11;230;;;;;40;802;Clouds;scattered clouds;03n
1580716800;2020-02-03 08:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.85;275.34;282.04;283.71;1013;;;88;10;240;;;;;78;803;Clouds;broken clouds;04d
1580720400;2020-02-03 09:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.16;274.98;282.35;283.75;1015;;;87;11;240;;;;;35;802;Clouds;scattered clouds;03d
1580724000;2020-02-03 10:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.44;276.73;282.04;284.26;1015;;;87;9;240;;;;;90;804;Clouds;overcast clouds;04d
1580727600;2020-02-03 11:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.54;276.85;281.48;284.82;1015;;;87;9;240;;;;;90;804;Clouds;overcast clouds;04d
1580731200;2020-02-03 12:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.68;276.94;282.35;284.82;1015;;;85;9;240;;;;;90;804;Clouds;overcast clouds;04d
1580734800;2020-02-03 13:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.02;278.02;282.59;284.82;1014;;;84;8;240;;;;;90;804;Clouds;overcast clouds;04d
1580738400;2020-02-03 14:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.7;279.07;282.15;284.82;1014;;;85;6;240;;;;;90;804;Clouds;overcast clouds;04d
1580742000;2020-02-03 15:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.61;278.91;282.15;284.82;1013;;;84;6;240;;;;;90;804;Clouds;overcast clouds;04d
1580745600;2020-02-03 16:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.2;278.53;282.04;284.35;1012;;;87;6;230;;;;;75;803;Clouds;broken clouds;04d
1580749200;2020-02-03 17:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.66;277.94;281.48;283.71;1011;;;89;6;230;;;;;90;804;Clouds;overcast clouds;04n
1580752800;2020-02-03 18:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.12;278.06;280.93;283.05;1011;;;91;5;260;;;;;90;804;Clouds;overcast clouds;04n
1580756400;2020-02-03 19:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.19;276.95;280.15;282.15;1009;;;92;5;260;;;;;90;804;Clouds;overcast clouds;04n
1580760000;2020-02-03 20:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.59;274.79;279.82;281.45;1009;;;91;7;290;;;;;90;804;Clouds;overcast clouds;04n
1580763600;2020-02-03 21:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.23;276.12;279.15;281.25;1009;;;81;4;280;;;;;90;804;Clouds;overcast clouds;04n
1580767200;2020-02-03 22:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.19;272.41;278.71;281.65;1009;;;76;9;300;;;;;75;803;Clouds;broken clouds;04n
1580770800;2020-02-03 23:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.14;270.75;279.15;281.25;1010;;;70;11;310;;;;;40;802;Clouds;scattered clouds;03n
1580774400;2020-02-04 00:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.75;269.53;278.71;280.75;1010;;;68;12;310;;;;;1;800;Clear;sky is clear;01n
1580778000;2020-02-04 01:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.32;269.04;278.15;280.25;1011;;;68;12;310;;;;;1;800;Clear;sky is clear;01n
1580781600;2020-02-04 02:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.28;271.16;278.15;280.15;1012;;;70;9;290;;;;;20;801;Clouds;few clouds;02n
