dt;dt_iso;timezone;city_name;lat;lon;temp;feels_like;temp_min;temp_max;pressure;sea_level;grnd_level;humidity;wind_speed;wind_deg;rain_1h;rain_3h;snow_1h;snow_3h;clouds_all;weather_id;weather_main;weather_description;weather_icon
1577836800;2020-01-01 00:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;276.86;271.91;275.93;277.95;1033;;;97;5;120;;;;;81;803;Clouds;broken clouds;04n
1577840400;2020-01-01 01:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;276.75;271.65;275.93;277.65;1033;;;92;5;130;;;;;20;701;Mist;mist;50n
1577844000;2020-01-01 02:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;276.62;271.5;275.93;277.35;1032;;;92;5;120;;;;;40;701;Mist;mist;50n
1577847600;2020-01-01 03:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;276.38;271.89;275.238;277.15;1031;;;91;4;140;;;;;20;701;Mist;mist;50n
1577851200;2020-01-01 04:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;276.3;271.8;274.82;277.25;1031;;;91;4;130;;;;;40;701;Mist;mist;50n
1577854800;2020-01-01 05:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;276.15;271.65;274.32;277.55;1031;;;92;4;130;;;;;40;701;Mist;mist;50n
1577858400;2020-01-01 06:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;275.74;271.2;273.513;277.45;1031;;;93;4;150;;;;;40;701;Mist;mist;50n
1577862000;2020-01-01 07:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;275.46;270.97;273.117;277.15;1031;;;97;4;150;;;;;90;804;Clouds;overcast clouds;04n
1577865600;2020-01-01 08:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;275.23;270;272.733;277.15;1031;;;97;5;130;;;;;75;803;Clouds;broken clouds;04d
1577869200;2020-01-01 09:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;275.16;269.92;273.15;277.15;1031;;;97;5;150;;;;;75;803;Clouds;broken clouds;04d
1577872800;2020-01-01 10:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;275.45;269.53;273.75;277.15;1032;;;96;6;150;;;;;75;803;Clouds;broken clouds;04d
1577876400;2020-01-01 11:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;275.62;270.43;274.15;277.59;1031;;;96;5;160;;;;;75;803;Clouds;broken clouds;04d
1577880000;2020-01-01 12:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;275.63;270.42;274.26;277.59;1031;;;95;5;160;;;;;75;803;Clouds;broken clouds;04d
1577883600;2020-01-01 13:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;275.52;270.29;273.71;277.59;1030;;;95;5;170;;;;;90;804;Clouds;overcast clouds;04d
1577887200;2020-01-01 14:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;275.26;269.29;273.71;277.15;1030;;;95;6;170;;;;;90;804;Clouds;overcast clouds;04d
1577890800;2020-01-01 15:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;275.25;269.28;273.71;277.15;1030;;;95;6;170;;;;;90;804;Clouds;overcast clouds;04d
1577894400;2020-01-01 16:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;275;269.69;273.71;276.48;1030;;;95;5;170;;;;;100;804;Clouds;overcast clouds;04n
1577898000;2020-01-01 17:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;274.86;268.85;273.71;276.15;1030;;;96;6;190;;;;;100;804;Clouds;overcast clouds;04n
1577901600;2020-01-01 18:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;274.86;268.85;273.85;275.93;1030;;;96;6;180;;;;;90;804;Clouds;overcast clouds;04n
1577905200;2020-01-01 19:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;275.12;270.55;274.65;275.55;1030;;;96;4;180;;;;;100;804;Clouds;overcast clouds;04n
1577908800;2020-01-01 20:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;275.17;270.63;274.75;275.75;1030;;;97;4;200;;;;;90;804;Clouds;overcast clouds;04n
1577912400;2020-01-01 21:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;275.39;270.19;274.82;275.95;1030;;;97;5;200;;;;;90;804;Clouds;overcast clouds;04n
1577916000;2020-01-01 22:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;275.59;271.12;274.85;276.15;1029;;;97;4;190;;;;;90;804;Clouds;overcast clouds;04n
1577919600;2020-01-01 23:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;275.73;271.28;275.15;276.25;1029;;;97;4;190;;;;;90;804;Clouds;overcast clouds;04n
1577923200;2020-01-02 00:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;275.83;270.7;275.139;276.55;1028;;;97;5;170;;;;;90;804;Clouds;overcast clouds;04n
1577926800;2020-01-02 01:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;275.78;271.34;274.82;276.55;1028;;;97;4;170;;;;;90;804;Clouds;overcast clouds;04n
1577930400;2020-01-02 02:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;275.75;270.61;274.82;276.65;1027;;;97;5;170;;;;;90;804;Clouds;overcast clouds;04n
1577934000;2020-01-02 03:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;275.66;270.52;274.82;276.55;1027;;;98;5;170;;;;;90;804;Clouds;overcast clouds;04n
1577937600;2020-01-02 04:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;275.68;270.55;274.82;276.55;1027;;;98;5;170;;;;;90;804;Clouds;overcast clouds;04n
1577941200;2020-01-02 05:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;275.77;271.35;275.15;276.55;1026;;;98;4;170;;;;;90;804;Clouds;overcast clouds;04n
1577944800;2020-01-02 06:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;275.89;270.79;275.15;276.55;1026;;;98;5;170;;;;;90;804;Clouds;overcast clouds;04n
1577948400;2020-01-02 07:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;275.99;270.21;275.37;276.65;1026;;;98;6;170;;;;;90;804;Clouds;overcast clouds;04n
1577952000;2020-01-02 08:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;276.15;270.4;275.37;277.04;1026;;;98;6;170;;;;;90;804;Clouds;overcast clouds;04d
1577955600;2020-01-02 09:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;276.47;270.77;275.93;277.15;1026;;;98;6;170;;;;;90;804;Clouds;overcast clouds;04d
1577959200;2020-01-02 10:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;276.8;271.14;276.35;277.25;1025;;;97;6;170;;;;;90;804;Clouds;overcast clouds;04d
1577962800;2020-01-02 11:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;277.26;272.38;276.48;278.15;1025;;;97;5;180;;;;;90;804;Clouds;overcast clouds;04d
1577966400;2020-01-02 12:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;277.76;272.27;277.15;278.15;1024;;;97;6;180;;;;;90;804;Clouds;overcast clouds;04d
1577970000;2020-01-02 13:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;278.15;272.74;277.59;278.85;1023;;;97;6;180;;;;;90;804;Clouds;overcast clouds;04d
1577973600;2020-01-02 14:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;278.48;272.43;277.59;279.55;1022;;;97;7;190;;;;;90;804;Clouds;overcast clouds;04d
1577977200;2020-01-02 15:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;278.85;272.85;278.15;279.85;1021;;;96;7;180;;;;;90;804;Clouds;overcast clouds;04d
1577980800;2020-01-02 16:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.04;273.05;278.15;280.15;1021;;;95;7;170;;;;;90;804;Clouds;overcast clouds;04n
1577984400;2020-01-02 17:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.32;272.68;278.15;280.35;1021;;;95;8;180;;;;;90;804;Clouds;overcast clouds;04n
1577988000;2020-01-02 18:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.67;273.11;279.15;280.37;1020;;;95;8;170;;;;;90;804;Clouds;overcast clouds;04n
1577991600;2020-01-02 19:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.19;273.7;279.26;281.15;1020;;;94;8;180;;;;;90;804;Clouds;overcast clouds;04n
1577995200;2020-01-02 20:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.59;273.42;279.82;281.75;1019;;;92;9;180;;;;;90;804;Clouds;overcast clouds;04n
1577998800;2020-01-02 21:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.95;273.79;279.82;282.35;1019;;;90;9;180;;;;;90;804;Clouds;overcast clouds;04n
1578002400;2020-01-02 22:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.3;274.18;280.37;282.15;1019;;;89;9;190;;;;;90;804;Clouds;overcast clouds;04n
1578006000;2020-01-02 23:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.53;275.09;280.93;282.75;1019;;;87;8;190;;;;;90;804;Clouds;overcast clouds;04n
1578009600;2020-01-03 00:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.67;275.22;280.93;282.15;1018;;;86;8;190;;;;;90;804;Clouds;overcast clouds;04n
1578013200;2020-01-03 01:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.94;274.85;281.15;283.05;1017;;;86;9;190;;;;;90;804;Clouds;overcast clouds;04n
1578016800;2020-01-03 02:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.03;274.96;281.35;282.75;1017;;;86;9;200;;;;;90;804;Clouds;overcast clouds;04n
1578020400;2020-01-03 03:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.02;275.61;281.15;282.75;1016;;;85;8;190;;;;;75;803;Clouds;broken clouds;04n
1578024000;2020-01-03 04:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.11;275.72;281.48;282.59;1015;;;85;8;190;;;;;90;804;Clouds;overcast clouds;04n
1578027600;2020-01-03 05:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.23;275.12;281.65;282.75;1016;;;84;9;200;;;;;40;802;Clouds;scattered clouds;03n
1578031200;2020-01-03 06:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.14;275.02;281.48;282.75;1015;;;84;9;190;;;;;90;804;Clouds;overcast clouds;04n
1578034800;2020-01-03 07:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.01;274.93;281.15;283.15;1015;;;86;9;200;;;;;90;804;Clouds;overcast clouds;04n
1578038400;2020-01-03 08:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.39;274.81;281.75;283.25;1016;;;89;10;210;;;;;75;803;Clouds;broken clouds;04d
1578042000;2020-01-03 09:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.74;278.12;282.04;283.71;1016;;;91;6;220;;;;;90;804;Clouds;overcast clouds;04d
1578045600;2020-01-03 10:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.02;276.37;282.59;283.71;1016;;;91;9;230;;;;;75;803;Clouds;broken clouds;04d
1578049200;2020-01-03 11:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.05;277.11;282.04;284.15;1017;;;91;8;240;;;;;90;804;Clouds;overcast clouds;04d
1578052800;2020-01-03 12:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.16;276.58;281.95;284.15;1017;;;92;9;240;;;;;90;804;Clouds;overcast clouds;04d
1578056400;2020-01-03 13:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.02;277.11;281.85;283.71;1018;;;92;8;250;;;;;90;804;Clouds;overcast clouds;04d
1578060000;2020-01-03 14:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.21;272.68;280.93;283.71;1019;;;94;13;330;;;;;90;804;Clouds;overcast clouds;04d
1578063600;2020-01-03 15:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.19;272.79;280.37;282.25;1021;;;93;11;340;;;;;90;804;Clouds;overcast clouds;04d
1578067200;2020-01-03 16:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.83;274.45;280.15;281.48;1023;;;93;8;330;;;;;90;804;Clouds;overcast clouds;04n
1578070800;2020-01-03 17:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.75;274.25;279.82;281.75;1025;;;90;8;330;;;;;90;804;Clouds;overcast clouds;04n
1578074400;2020-01-03 18:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.34;274.32;279.82;281.15;1026;;;86;7;310;;;;;20;801;Clouds;few clouds;02n
1578078000;2020-01-03 19:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.03;273.78;279.26;280.93;1027;;;81;7;310;;;;;75;803;Clouds;broken clouds;04n
1578081600;2020-01-03 20:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.68;273.34;278.71;280.37;1028;;;80;7;300;;;;;40;802;Clouds;scattered clouds;03n
1578085200;2020-01-03 21:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.37;273.67;278.15;280.37;1029;;;80;6;300;;;;;75;803;Clouds;broken clouds;04n
1578088800;2020-01-03 22:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;278.87;273.7;276.48;281.15;1030;;;77;5;300;;;;;75;803;Clouds;broken clouds;04n
1578092400;2020-01-03 23:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;278.71;272.78;276.48;280.95;1030;;;76;6;300;;;;;90;804;Clouds;overcast clouds;04n
1578096000;2020-01-04 00:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;278.48;273.95;275.93;280.95;1030;;;77;4;280;;;;;40;802;Clouds;scattered clouds;03n
1578099600;2020-01-04 01:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;278.43;273.22;275.37;280.65;1031;;;78;5;290;;;;;40;802;Clouds;scattered clouds;03n
1578103200;2020-01-04 02:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;278.31;272.44;275.37;280.45;1031;;;80;6;290;;;;;75;803;Clouds;broken clouds;04n
1578106800;2020-01-04 03:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;278.25;273.8;275.37;280.37;1031;;;81;4;280;;;;;90;804;Clouds;overcast clouds;04n
1578110400;2020-01-04 04:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;278.24;272.41;275.93;280.37;1031;;;82;6;270;;;;;90;804;Clouds;overcast clouds;04n
1578114000;2020-01-04 05:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;278.11;272.26;274.82;280.37;1031;;;82;6;280;;;;;90;804;Clouds;overcast clouds;04n
1578117600;2020-01-04 06:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;278.08;272.9;275.37;280.37;1031;;;81;5;260;;;;;20;801;Clouds;few clouds;02n
1578121200;2020-01-04 07:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;277.91;272.06;275.37;280.93;1031;;;83;6;250;;;;;29;802;Clouds;scattered clouds;03n
1578124800;2020-01-04 08:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;277.98;272.2;274.82;281.25;1032;;;85;6;250;;;;;20;801;Clouds;few clouds;02d
1578128400;2020-01-04 09:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;278.33;270.48;276.48;280.93;1031;;;84;9;270;;;;;58;803;Clouds;broken clouds;04d
1578132000;2020-01-04 10:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.82;270.8;277.59;281.48;1032;;;83;11;270;;;;;37;802;Clouds;scattered clouds;03d
1578135600;2020-01-04 11:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.7;273.14;279.82;281.48;1032;;;80;9;280;;;;;22;801;Clouds;few clouds;02d
1578139200;2020-01-04 12:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.16;274.32;280.65;281.55;1032;;;78;8;280;;;;;40;802;Clouds;scattered clouds;03d
1578142800;2020-01-04 13:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.14;275;280.75;281.55;1032;;;78;7;270;;;;;90;804;Clouds;overcast clouds;04d
1578146400;2020-01-04 14:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.13;276.42;280.877;281.65;1032;;;79;5;270;;;;;90;804;Clouds;overcast clouds;04d
1578150000;2020-01-04 15:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.04;276.31;280.736;281.48;1032;;;79;5;290;;;;;90;804;Clouds;overcast clouds;04d
1578153600;2020-01-04 16:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.78;275.3;280.15;281.48;1033;;;79;6;290;;;;;90;804;Clouds;overcast clouds;04n
1578157200;2020-01-04 17:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.64;275.17;279.82;281.75;1033;;;80;6;280;;;;;90;804;Clouds;overcast clouds;04n
1578160800;2020-01-04 18:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.64;275.87;279.15;281.75;1034;;;80;5;290;;;;;90;804;Clouds;overcast clouds;04n
1578164400;2020-01-04 19:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.58;275.83;279.26;281.85;1034;;;81;5;300;;;;;90;804;Clouds;overcast clouds;04n
1578168000;2020-01-04 20:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.52;275.76;279.26;281.85;1034;;;81;5;290;;;;;90;804;Clouds;overcast clouds;04n
1578171600;2020-01-04 21:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.51;275.75;279.26;281.75;1035;;;81;5;300;;;;;90;804;Clouds;overcast clouds;04n
1578175200;2020-01-04 22:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.4;277.02;279.15;281.75;1035;;;81;3;280;;;;;90;804;Clouds;overcast clouds;04n
1578178800;2020-01-04 23:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.04;276.66;278.71;281.15;1035;;;83;3;270;;;;;90;804;Clouds;overcast clouds;04n
1578182400;2020-01-05 00:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.88;276.47;278.71;280.95;1035;;;83;3;250;;;;;90;804;Clouds;overcast clouds;04n
1578186000;2020-01-05 01:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.75;276.38;278.71;280.95;1035;;;85;3;240;;;;;90;804;Clouds;overcast clouds;04n
1578189600;2020-01-05 02:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.61;276.25;278.71;280.75;1035;;;86;3;220;;;;;90;804;Clouds;overcast clouds;04n
1578193200;2020-01-05 03:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.52;275.47;278.71;280.75;1035;;;87;4;200;;;;;90;804;Clouds;overcast clouds;04n
1578196800;2020-01-05 04:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.47;276.14;278.71;280.37;1035;;;88;3;210;;;;;90;804;Clouds;overcast clouds;04n
1578200400;2020-01-05 05:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.44;276.11;278.71;280.93;1035;;;88;3;210;;;;;90;804;Clouds;overcast clouds;04n
1578204000;2020-01-05 06:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.36;275.37;278.499;280.37;1035;;;90;4;200;;;;;90;804;Clouds;overcast clouds;04n
1578207600;2020-01-05 07:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.28;274.55;278.467;280.37;1035;;;89;5;210;;;;;90;804;Clouds;overcast clouds;04n
1578211200;2020-01-05 08:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.33;274.55;278.417;280.37;1035;;;87;5;210;;;;;90;804;Clouds;overcast clouds;04d
1578214800;2020-01-05 09:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.49;274.74;278.686;280.37;1035;;;87;5;210;;;;;90;804;Clouds;overcast clouds;04d
1578218400;2020-01-05 10:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.76;275.72;279.15;280.37;1035;;;86;4;210;;;;;90;804;Clouds;overcast clouds;04d
1578222000;2020-01-05 11:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.96;275.2;279.26;280.37;1035;;;84;5;210;;;;;90;804;Clouds;overcast clouds;04d
1578225600;2020-01-05 12:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.33;275.64;279.75;280.93;1034;;;84;5;230;;;;;90;804;Clouds;overcast clouds;04d
1578229200;2020-01-05 13:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.65;276.65;280.15;281.48;1034;;;82;4;240;;;;;90;804;Clouds;overcast clouds;04d
1578232800;2020-01-05 14:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.69;275.9;280.15;281.48;1033;;;79;5;250;;;;;90;804;Clouds;overcast clouds;04d
1578236400;2020-01-05 15:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.63;275.76;280.15;281.48;1033;;;77;5;250;;;;;90;804;Clouds;overcast clouds;04d
1578240000;2020-01-05 16:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.35;276.16;279.82;280.93;1033;;;78;4;250;;;;;90;804;Clouds;overcast clouds;04n
1578243600;2020-01-05 17:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.23;276.75;279.75;281.05;1033;;;79;3;240;;;;;90;804;Clouds;overcast clouds;04n
1578247200;2020-01-05 18:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.08;275.94;279.65;280.65;1033;;;81;4;190;;;;;90;804;Clouds;overcast clouds;04n
1578250800;2020-01-05 19:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.03;274.61;279.65;280.65;1032;;;85;6;190;;;;;90;804;Clouds;overcast clouds;04n
1578254400;2020-01-05 20:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.98;275.35;279.26;280.55;1032;;;88;5;200;;;;;90;804;Clouds;overcast clouds;04n
1578258000;2020-01-05 21:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.97;274.71;279.65;280.55;1032;;;90;6;200;;;;;90;804;Clouds;overcast clouds;04n
1578261600;2020-01-05 22:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.89;276.04;279.26;280.37;1031;;;91;4;200;;;;;90;804;Clouds;overcast clouds;04n
1578265200;2020-01-05 23:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.79;274.55;279.15;280.37;1031;;;92;6;200;;;;;90;804;Clouds;overcast clouds;04n
1578268800;2020-01-06 00:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.71;275.19;279.15;280.37;1030;;;93;5;200;;;;;90;804;Clouds;overcast clouds;04n
1578272400;2020-01-06 01:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.67;275.14;279.15;280.37;1030;;;93;5;200;;;;;90;804;Clouds;overcast clouds;04n
1578276000;2020-01-06 02:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.72;275.2;279.15;280.37;1030;;;93;5;200;;;;;90;804;Clouds;overcast clouds;04n
1578279600;2020-01-06 03:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.57;274.29;279.15;280.15;1029;;;92;6;190;;;;;90;804;Clouds;overcast clouds;04n
1578283200;2020-01-06 04:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.45;274.11;278.71;280.37;1029;;;91;6;200;;;;;90;804;Clouds;overcast clouds;04n
1578286800;2020-01-06 05:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.41;273.91;278.71;280.15;1028;;;86;6;200;;;;;90;804;Clouds;overcast clouds;04n
1578290400;2020-01-06 06:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.3;275.02;278.346;280.15;1028;;;81;4;200;;;;;75;803;Clouds;broken clouds;04n
1578294000;2020-01-06 07:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.03;273.94;277.59;280.15;1027;;;79;5;200;;;;;90;804;Clouds;overcast clouds;04n
1578297600;2020-01-06 08:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;278.26;272.32;276.15;279.82;1027;;;78;6;180;;;;;90;804;Clouds;overcast clouds;04d
1578301200;2020-01-06 09:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;277.85;271.82;275.93;279.35;1026;;;77;6;190;;;;;90;804;Clouds;overcast clouds;04d
1578304800;2020-01-06 10:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;278.42;272.45;277.04;279.26;1026;;;76;6;180;;;;;10;800;Clear;sky is clear;01d
1578308400;2020-01-06 11:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;278.99;273.05;278.15;279.82;1024;;;74;6;170;;;;;1;800;Clear;sky is clear;01d
1578312000;2020-01-06 12:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.52;273.6;278.71;280.37;1023;;;72;6;170;;;;;3;800;Clear;sky is clear;01d
1578315600;2020-01-06 13:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.32;274.49;279.26;281.48;1021;;;71;6;170;;;;;6;800;Clear;sky is clear;01d
1578319200;2020-01-06 14:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.76;274.24;279.82;281.48;1020;;;69;7;170;;;;;20;801;Clouds;few clouds;02d
1578322800;2020-01-06 15:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.64;274.03;279.82;281.55;1020;;;67;7;180;;;;;20;801;Clouds;few clouds;02d
1578326400;2020-01-06 16:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.45;273.39;278.15;280.93;1020;;;68;6;190;;;;;20;801;Clouds;few clouds;02n
1578330000;2020-01-06 17:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;278.49;272.47;277.15;279.82;1020;;;74;6;200;;;;;11;801;Clouds;few clouds;02n
1578333600;2020-01-06 18:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;278.45;271.87;277.59;279.82;1020;;;79;7;190;;;;;40;802;Clouds;scattered clouds;03n
1578337200;2020-01-06 19:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;278.49;271.97;277.59;279.35;1020;;;81;7;190;;;;;75;803;Clouds;broken clouds;04n
1578340800;2020-01-06 20:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;278.78;272.31;277.85;279.82;1020;;;81;7;200;;;;;75;803;Clouds;broken clouds;04n
1578344400;2020-01-06 21:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.02;272.72;277.85;280.37;1020;;;85;7;210;;;;;90;804;Clouds;overcast clouds;04n
1578348000;2020-01-06 22:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.22;273.78;277.85;280.37;1021;;;89;6;200;;;;;90;804;Clouds;overcast clouds;04n
1578351600;2020-01-06 23:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.36;274.71;278.15;280.93;1021;;;91;5;220;;;;;90;804;Clouds;overcast clouds;04n
1578355200;2020-01-07 00:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.29;276.02;277.85;280.592;1022;;;91;3;210;;;;;40;802;Clouds;scattered clouds;03n
