 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;
06:30;
06:45;
07:00;
07:15;0.000
07:30;0.000
07:45;0.021
08:00;0.078
08:15;0.253
08:30;0.838
08:45;1.634
09:00;2.282
09:15;2.700
09:30;3.175
09:45;3.633
10:00;4.040
10:15;4.371
10:30;4.478
10:45;4.846
11:00;4.886
11:15;5.012
11:30;5.014
11:45;4.906
12:00;4.745
12:15;5.023
12:30;4.946
12:45;4.703
13:00;5.033
13:15;5.031
13:30;4.344
13:45;5.016
14:00;5.015
14:15;5.017
14:30;5.023
14:45;5.031
15:00;5.021
15:15;4.920
15:30;4.531
15:45;4.115
16:00;3.763
16:15;3.293
16:30;2.796
16:45;2.410
17:00;1.890
17:15;1.430
17:30;0.905
17:45;0.582
18:00;0.302
18:15;0.151
18:30;0.082
18:45;0.025
19:00;0.000
19:15;
19:30;
19:45;
20:00;
20:15;
20:30;
20:45;
21:00;
21:15;
21:30;
21:45;
22:00;
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
