 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;0.000
06:30;0.001
06:45;0.030
07:00;0.051
07:15;0.067
07:30;0.070
07:45;0.096
08:00;0.112
08:15;0.164
08:30;0.189
08:45;0.300
09:00;0.462
09:15;0.379
09:30;0.491
09:45;0.726
10:00;0.635
10:15;0.752
10:30;0.506
10:45;0.447
11:00;1.074
11:15;1.525
11:30;1.537
11:45;1.133
12:00;0.953
12:15;2.762
12:30;3.846
12:45;3.507
13:00;2.927
13:15;2.289
13:30;1.412
13:45;1.828
14:00;3.634
14:15;2.000
14:30;3.420
14:45;3.571
15:00;4.048
15:15;4.952
15:30;3.365
15:45;2.480
16:00;3.307
16:15;0.442
16:30;0.048
16:45;0.848
17:00;1.141
17:15;1.287
17:30;1.031
17:45;1.446
18:00;1.501
18:15;1.091
18:30;1.147
18:45;1.047
19:00;0.617
19:15;0.625
19:30;0.810
19:45;0.753
20:00;0.580
20:15;0.399
20:30;0.092
20:45;0.021
21:00;0.133
21:15;0.111
21:30;0.133
21:45;0.057
22:00;0.002
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
