 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;0.000
06:00;0.000
06:15;0.023
06:30;0.071
06:45;0.103
07:00;0.141
07:15;0.219
07:30;0.411
07:45;0.737
08:00;1.111
08:15;1.466
08:30;1.844
08:45;2.022
09:00;2.451
09:15;2.804
09:30;3.222
09:45;3.553
10:00;3.990
10:15;4.277
10:30;4.564
10:45;4.707
11:00;4.952
11:15;4.861
11:30;5.021
11:45;4.925
12:00;4.933
12:15;4.733
12:30;4.453
12:45;5.025
13:00;5.029
13:15;4.755
13:30;5.036
13:45;4.820
14:00;5.048
14:15;3.444
14:30;5.045
14:45;5.041
15:00;5.042
15:15;4.845
15:30;5.034
15:45;5.030
16:00;4.989
16:15;4.708
16:30;4.465
16:45;4.116
17:00;3.767
17:15;3.394
17:30;3.014
17:45;2.623
18:00;2.183
18:15;1.736
18:30;1.294
18:45;0.830
19:00;0.569
19:15;0.374
19:30;0.342
19:45;0.321
20:00;0.299
20:15;0.268
20:30;0.234
20:45;0.194
21:00;0.148
21:15;0.100
21:30;0.065
21:45;0.033
22:00;0.001
22:15;0.000
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
