 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;0.000
06:00;0.000
06:15;0.025
06:30;0.071
06:45;0.108
07:00;0.158
07:15;0.244
07:30;0.458
07:45;0.800
08:00;1.165
08:15;1.633
08:30;1.741
08:45;2.095
09:00;2.436
09:15;2.958
09:30;2.947
09:45;3.160
10:00;3.504
10:15;3.999
10:30;4.160
10:45;4.076
11:00;4.781
11:15;4.836
11:30;5.035
11:45;5.033
12:00;5.034
12:15;5.030
12:30;5.032
12:45;5.033
13:00;5.031
13:15;5.033
13:30;5.030
13:45;5.030
14:00;5.033
14:15;4.849
14:30;5.030
14:45;5.034
15:00;5.031
15:15;4.957
15:30;5.027
15:45;4.363
16:00;4.309
16:15;4.177
16:30;3.907
16:45;3.943
17:00;3.489
17:15;3.254
17:30;2.671
17:45;2.523
18:00;2.225
18:15;2.113
18:30;1.130
18:45;0.820
19:00;0.520
19:15;0.451
19:30;0.404
19:45;0.305
20:00;0.425
20:15;0.411
20:30;0.325
20:45;0.356
21:00;0.280
21:15;0.181
21:30;0.115
21:45;0.000
22:00;0.000
22:15;0.000
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
