 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;
06:30;0.000
06:45;0.000
07:00;0.012
07:15;0.092
07:30;0.283
07:45;0.308
08:00;0.225
08:15;0.359
08:30;0.860
08:45;1.024
09:00;1.743
09:15;1.821
09:30;2.288
09:45;2.673
10:00;3.033
10:15;3.629
10:30;3.999
10:45;4.272
11:00;4.481
11:15;4.671
11:30;4.822
11:45;4.938
12:00;4.571
12:15;4.368
12:30;4.879
12:45;3.768
13:00;3.070
13:15;3.712
13:30;4.116
13:45;3.998
14:00;3.246
14:15;1.792
14:30;2.035
14:45;2.341
15:00;2.330
15:15;2.990
15:30;2.369
15:45;2.068
16:00;1.131
16:15;1.363
16:30;1.564
16:45;1.200
17:00;0.896
17:15;0.798
17:30;0.798
17:45;1.107
18:00;2.054
18:15;1.940
18:30;1.214
18:45;1.104
19:00;0.945
19:15;0.819
19:30;0.460
19:45;0.355
20:00;0.279
20:15;0.223
20:30;0.148
20:45;0.111
21:00;0.066
21:15;0.008
21:30;0.000
21:45;
22:00;
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
