 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;
06:30;
06:45;
07:00;
07:15;
07:30;
07:45;0.000
08:00;0.045
08:15;0.137
08:30;0.194
08:45;0.099
09:00;0.141
09:15;0.303
09:30;1.226
09:45;2.641
10:00;2.936
10:15;3.331
10:30;3.638
10:45;4.107
11:00;4.280
11:15;3.952
11:30;4.559
11:45;5.012
12:00;5.017
12:15;5.020
12:30;5.020
12:45;4.297
13:00;4.665
13:15;5.036
13:30;4.933
13:45;4.538
14:00;3.916
14:15;3.930
14:30;3.721
14:45;4.044
15:00;2.733
15:15;2.802
15:30;3.100
15:45;2.987
16:00;2.082
16:15;2.288
16:30;2.049
16:45;2.699
17:00;1.776
17:15;0.970
17:30;0.748
17:45;0.588
18:00;0.496
18:15;0.369
18:30;0.299
18:45;0.169
19:00;0.078
19:15;0.019
19:30;0.000
19:45;
20:00;
20:15;
20:30;
20:45;
21:00;
21:15;
21:30;
21:45;
22:00;
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
