 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;0.000
05:45;0.000
06:00;0.000
06:15;0.026
06:30;0.086
06:45;0.112
07:00;0.149
07:15;0.234
07:30;0.421
07:45;0.754
08:00;1.185
08:15;1.530
08:30;1.864
08:45;2.177
09:00;2.445
09:15;2.857
09:30;3.253
09:45;3.663
10:00;3.964
10:15;4.137
10:30;4.502
10:45;4.672
11:00;4.952
11:15;5.042
11:30;5.031
11:45;5.033
12:00;5.042
12:15;5.045
12:30;5.001
12:45;3.945
13:00;4.413
13:15;4.589
13:30;4.231
13:45;4.182
14:00;4.737
14:15;3.732
14:30;3.497
14:45;3.869
15:00;4.523
15:15;3.143
15:30;1.574
15:45;3.713
16:00;4.530
16:15;2.808
16:30;2.907
16:45;3.947
17:00;2.610
17:15;2.177
17:30;2.253
17:45;2.707
18:00;0.611
18:15;0.881
18:30;0.921
18:45;1.261
19:00;1.090
19:15;0.925
19:30;0.855
19:45;0.752
20:00;0.393
20:15;0.350
20:30;0.289
20:45;0.211
21:00;0.170
21:15;0.107
21:30;0.084
21:45;0.038
22:00;0.006
22:15;0.000
22:30;0.000
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
