 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;0.000
06:00;0.010
06:15;0.054
06:30;0.130
06:45;0.171
07:00;0.203
07:15;0.304
07:30;0.469
07:45;0.306
08:00;0.195
08:15;0.196
08:30;0.250
08:45;0.130
09:00;0.260
09:15;0.450
09:30;0.945
09:45;0.637
10:00;0.538
10:15;0.721
10:30;0.720
10:45;0.964
11:00;1.131
11:15;0.878
11:30;1.612
11:45;2.103
12:00;1.132
12:15;1.182
12:30;2.866
12:45;2.599
13:00;1.475
13:15;1.532
13:30;1.018
13:45;3.376
14:00;4.445
14:15;4.319
14:30;4.657
14:45;3.234
15:00;2.594
15:15;4.743
15:30;3.138
15:45;3.089
16:00;2.051
16:15;1.239
16:30;0.697
16:45;0.574
17:00;0.312
17:15;0.339
17:30;0.338
17:45;0.501
18:00;0.363
18:15;0.395
18:30;0.519
18:45;0.871
19:00;0.550
19:15;0.167
19:30;0.287
19:45;0.148
20:00;0.296
20:15;0.050
20:30;0.059
20:45;0.070
21:00;0.080
21:15;0.037
21:30;0.009
21:45;0.000
22:00;0.000
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
