 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;0.000
06:30;0.014
06:45;0.057
07:00;0.090
07:15;0.160
07:30;0.283
07:45;0.526
08:00;0.858
08:15;0.981
08:30;1.311
08:45;1.658
09:00;2.054
09:15;2.420
09:30;0.477
09:45;0.740
10:00;1.979
10:15;1.067
10:30;1.017
10:45;1.799
11:00;2.777
11:15;3.291
11:30;4.939
11:45;2.337
12:00;0.971
12:15;4.736
12:30;4.238
12:45;5.032
13:00;3.178
13:15;3.686
13:30;2.515
13:45;4.184
14:00;2.733
14:15;3.022
14:30;3.391
14:45;2.991
15:00;2.354
15:15;4.944
15:30;4.689
15:45;2.895
16:00;3.968
16:15;3.197
16:30;2.681
16:45;2.692
17:00;2.591
17:15;2.736
17:30;2.971
17:45;2.904
18:00;2.291
18:15;1.879
18:30;1.443
18:45;1.080
19:00;0.567
19:15;0.600
19:30;0.537
19:45;0.597
20:00;0.458
20:15;0.360
20:30;0.272
20:45;0.191
21:00;0.126
21:15;0.088
21:30;0.038
21:45;0.002
22:00;0.000
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
