 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;0.000
06:30;0.000
06:45;0.023
07:00;0.078
07:15;0.198
07:30;0.198
07:45;0.249
08:00;0.333
08:15;0.562
08:30;0.846
08:45;0.483
09:00;1.152
09:15;1.477
09:30;1.568
09:45;1.112
10:00;1.430
10:15;2.238
10:30;3.609
10:45;3.487
11:00;2.933
11:15;2.949
11:30;2.712
11:45;2.671
12:00;2.661
12:15;3.198
12:30;4.159
12:45;4.512
13:00;4.426
13:15;3.003
13:30;2.334
13:45;2.677
14:00;3.439
14:15;5.054
14:30;5.041
14:45;3.757
15:00;2.544
15:15;3.977
15:30;3.087
15:45;3.294
16:00;4.703
16:15;4.167
16:30;3.288
16:45;3.696
17:00;3.697
17:15;3.233
17:30;2.811
17:45;2.476
18:00;2.128
18:15;1.749
18:30;1.339
18:45;0.872
19:00;0.575
19:15;0.436
19:30;0.399
19:45;0.335
20:00;0.282
20:15;0.198
20:30;0.138
20:45;0.138
21:00;0.115
21:15;0.058
21:30;0.003
21:45;0.000
22:00;
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
