 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;0.000
06:15;0.000
06:30;0.000
06:45;0.000
07:00;0.031
07:15;0.062
07:30;0.078
07:45;0.141
08:00;0.302
08:15;0.567
08:30;0.483
08:45;0.315
09:00;0.550
09:15;0.689
09:30;0.903
09:45;1.420
10:00;2.325
10:15;3.561
10:30;4.645
10:45;4.253
11:00;3.983
11:15;3.219
11:30;3.114
11:45;4.409
12:00;2.939
12:15;3.735
12:30;2.448
12:45;3.937
13:00;2.947
13:15;2.804
13:30;1.624
13:45;3.899
14:00;3.038
14:15;2.556
14:30;3.125
14:45;2.856
15:00;1.489
15:15;1.728
15:30;2.147
15:45;1.566
16:00;1.086
16:15;0.821
16:30;0.882
16:45;1.203
17:00;1.122
17:15;1.080
17:30;1.060
17:45;0.964
18:00;0.888
18:15;0.960
18:30;0.878
18:45;0.904
19:00;1.163
19:15;0.918
19:30;0.792
19:45;0.684
20:00;0.513
20:15;0.394
20:30;0.225
20:45;0.278
21:00;0.276
21:15;0.190
21:30;0.127
21:45;0.006
22:00;0.000
22:15;0.000
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
