 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;0.000
06:00;0.000
06:15;0.002
06:30;0.036
06:45;0.060
07:00;0.107
07:15;0.248
07:30;0.204
07:45;0.173
08:00;0.274
08:15;0.450
08:30;0.699
08:45;1.153
09:00;2.167
09:15;1.865
09:30;2.225
09:45;1.879
10:00;2.659
10:15;3.216
10:30;2.354
10:45;1.653
11:00;2.271
11:15;3.154
11:30;3.266
11:45;2.296
12:00;2.096
12:15;2.358
12:30;1.930
12:45;1.366
13:00;1.051
13:15;2.374
13:30;1.488
13:45;2.124
14:00;2.219
14:15;2.375
14:30;1.860
14:45;1.830
15:00;1.282
15:15;0.324
15:30;0.401
15:45;0.398
16:00;0.538
16:15;0.407
16:30;2.495
16:45;0.691
17:00;0.935
17:15;1.519
17:30;2.586
17:45;1.832
18:00;1.486
18:15;1.729
18:30;1.524
18:45;1.267
19:00;0.852
19:15;0.704
19:30;0.787
19:45;0.605
20:00;0.713
20:15;0.463
20:30;0.337
20:45;0.174
21:00;0.109
21:15;0.098
21:30;0.061
21:45;0.019
22:00;0.000
22:15;0.000
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
