 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;
06:30;
06:45;0.000
07:00;0.007
07:15;0.069
07:30;0.150
07:45;0.324
08:00;0.825
08:15;1.205
08:30;1.587
08:45;2.034
09:00;2.396
09:15;2.823
09:30;3.288
09:45;3.522
10:00;3.889
10:15;4.301
10:30;4.476
10:45;4.741
11:00;4.985
11:15;5.025
11:30;5.024
11:45;5.026
12:00;5.030
12:15;5.032
12:30;5.033
12:45;5.037
13:00;5.049
13:15;5.040
13:30;5.036
13:45;5.033
14:00;5.034
14:15;5.024
14:30;5.011
14:45;4.936
15:00;4.615
15:15;4.231
15:30;4.041
15:45;3.489
16:00;3.175
16:15;2.895
16:30;2.473
16:45;2.076
17:00;1.684
17:15;1.251
17:30;0.941
17:45;0.622
18:00;0.391
18:15;0.278
18:30;0.202
18:45;0.100
19:00;0.048
19:15;0.003
19:30;0.000
19:45;
20:00;
20:15;
20:30;
20:45;
21:00;
21:15;
21:30;
21:45;
22:00;
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
