 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;0.000
06:00;0.000
06:15;0.029
06:30;0.050
06:45;0.121
07:00;0.203
07:15;0.316
07:30;0.502
07:45;0.693
08:00;0.853
08:15;1.141
08:30;1.506
08:45;1.614
09:00;1.885
09:15;2.559
09:30;2.983
09:45;3.536
10:00;3.967
10:15;2.926
10:30;1.504
10:45;2.915
11:00;2.407
11:15;1.689
11:30;2.008
11:45;2.402
12:00;4.260
12:15;4.834
12:30;4.906
12:45;4.667
13:00;4.541
13:15;3.411
13:30;4.797
13:45;3.696
14:00;4.984
14:15;4.625
14:30;5.035
14:45;5.029
15:00;4.995
15:15;4.982
15:30;4.998
15:45;4.341
16:00;4.289
16:15;3.959
16:30;3.351
16:45;3.304
17:00;3.146
17:15;3.218
17:30;2.985
17:45;2.527
18:00;1.909
18:15;1.562
18:30;1.544
18:45;1.308
19:00;1.260
19:15;1.149
19:30;0.783
19:45;0.633
20:00;0.452
20:15;0.372
20:30;0.271
20:45;0.209
21:00;0.187
21:15;0.177
21:30;0.114
21:45;0.030
22:00;0.000
22:15;0.000
22:30;0.000
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
