 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;
06:30;
06:45;
07:00;0.000
07:15;0.002
07:30;0.092
07:45;0.236
08:00;0.377
08:15;0.455
08:30;0.557
08:45;0.814
09:00;1.643
09:15;2.005
09:30;2.417
09:45;2.908
10:00;3.363
10:15;3.862
10:30;4.291
10:45;4.656
11:00;4.770
11:15;4.900
11:30;4.811
11:45;4.188
12:00;3.927
12:15;5.024
12:30;5.027
12:45;5.029
13:00;5.030
13:15;5.030
13:30;5.020
13:45;4.491
14:00;5.028
14:15;5.030
14:30;5.040
14:45;5.022
15:00;5.033
15:15;5.038
15:30;5.047
15:45;4.770
16:00;4.686
16:15;4.177
16:30;3.734
16:45;3.599
17:00;2.865
17:15;2.180
17:30;1.975
17:45;1.662
18:00;1.528
18:15;1.410
18:30;1.193
18:45;0.954
19:00;0.785
19:15;0.611
19:30;0.430
19:45;0.306
20:00;0.173
20:15;0.099
20:30;0.038
20:45;0.001
21:00;0.000
21:15;
21:30;
21:45;
22:00;
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
