 ;Tribout Peter Brugge / Power / Mean Values  [kW]0
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;
06:30;0.000
06:45;0.005
07:00;0.071
07:15;0.198
07:30;0.345
07:45;0.377
08:00;0.704
08:15;0.666
08:30;1.261
08:45;1.311
09:00;1.582
09:15;1.230
09:30;1.144
09:45;1.035
10:00;1.415
10:15;2.283
10:30;2.850
10:45;4.563
11:00;4.611
11:15;4.627
11:30;2.963
11:45;4.605
12:00;5.026
12:15;4.305
12:30;4.548
12:45;3.325
13:00;4.640
13:15;2.777
13:30;4.435
13:45;4.527
14:00;4.302
14:15;4.910
14:30;4.964
14:45;4.592
15:00;3.438
15:15;3.288
15:30;4.899
15:45;4.804
16:00;3.442
16:15;2.233
16:30;2.470
16:45;2.802
17:00;2.738
17:15;3.491
17:30;2.183
17:45;1.659
18:00;1.564
18:15;1.471
18:30;1.354
18:45;0.786
19:00;0.510
19:15;0.483
19:30;0.325
19:45;0.277
20:00;0.247
20:15;0.214
20:30;0.162
20:45;0.121
21:00;0.080
21:15;0.047
21:30;0.011
21:45;0.000
22:00;
22:15;
22:30;
22:45;
23:00;
23:15;
23:30;
23:45;
00:00;
